Gene	sgRNA	A375_CP0082_repA|beta	A375_CP0082_repA|z	A375_CP0082_repA|p-value	A375_CP0082_repA|fdr	A375_CP0082_repA|wald-p-value	A375_CP0082_repA|wald-fdr	A375_CP0082_repB|beta	A375_CP0082_repB|z	A375_CP0082_repB|p-value	A375_CP0082_repB|fdr	A375_CP0082_repB|wald-p-value	A375_CP0082_repB|wald-fdr
CTNNA1	3	-0.48176	-1.1415	0.6593	0.97563	0.25365	0.55477	-0.59371	-1.4067	0.55993	0.95777	0.15951	0.52088
SH3PXD2A	3	-1.1741	-2.5671	0.18915	0.71585	0.010256	0.10029	-0.76185	-1.6687	0.42826	0.91883	0.095175	0.42918
LOC102723475	3	0.31544	1.2691	0.19	0.71632	0.20442	0.54323	0.14226	0.57233	0.4345	0.92026	0.5671	0.73434
LOC3753	2	0.18421	0.72276	0.36329	0.87886	0.46983	0.66928	-0.02162	-0.08483	0.71023	0.9813	0.9324	0.96293
TRIM60	3	0.051447	0.2963	0.57856	0.95825	0.767	0.86207	0.018458	0.10631	0.64161	0.97289	0.91534	0.95353
FAM21EP	2	0.4675	0.99198	0.065992	0.44488	0.32121	0.58113	0.40012	0.84901	0.11095	0.56411	0.39588	0.61935
NLRP3	3	-0.82878	-1.5387	0.38089	0.88875	0.12388	0.48023	-0.64052	-1.1898	0.51938	0.95111	0.23412	0.54732
H2BP1	2	-3.1386	-3.4653	0.0034311	0.091335	0.00052959	0.0087842	-3.3085	-3.6381	0.0028518	0.092643	0.00027465	0.005184
H3P4	2	-3.1386	-3.4653	0.0034311	0.091335	0.00052959	0.0087842	-3.3085	-3.6381	0.0028518	0.092643	0.00027465	0.005184
VPS35L	3	-0.75353	-2.0688	0.43249	0.91609	0.038568	0.25231	-0.48469	-1.3307	0.65676	0.97319	0.18329	0.53448
ANO9	3	0.12154	0.77678	0.4615	0.92746	0.43729	0.64831	0.010482	0.066988	0.65475	0.97289	0.94659	0.97068
BAALC	3	0.44174	1.1666	0.081454	0.49742	0.24337	0.55363	0.4534	1.1974	0.076241	0.4715	0.23115	0.54616
PHPT1	3	0.28314	1.5785	0.22783	0.76154	0.11446	0.46677	-0.020646	-0.1151	0.70867	0.9813	0.90837	0.94937
VPS37D	3	-0.1076	-0.72336	0.84961	0.99296	0.46946	0.66897	0.15319	1.0299	0.41632	0.91331	0.30305	0.56838
PAEP	3	0.22553	0.59963	0.30104	0.83049	0.54875	0.72068	0.39546	1.0515	0.1147	0.57327	0.29304	0.56449
THNSL1	3	0.22193	1.2328	0.30657	0.83495	0.21765	0.54907	0.03866	0.21475	0.60752	0.97013	0.82996	0.90101
DTNBP1	3	-0.085683	-0.50612	0.81388	0.99031	0.61277	0.76213	-0.11396	-0.67316	0.86378	0.99406	0.50085	0.68851
ADARB1	3	-0.21672	-0.68523	0.98231	0.99823	0.4932	0.6852	-0.45778	-1.4473	0.68537	0.97664	0.14782	0.5122
PELI3	3	-0.046207	-0.19012	0.74699	0.98491	0.84922	0.914	0.08369	0.34435	0.52981	0.95224	0.73059	0.84124
DPP3-DT	2	0.18756	0.75548	0.35821	0.87661	0.44996	0.65648	0.021748	0.087598	0.63675	0.97289	0.9302	0.96143
ANKRD2	3	0.35441	1.5907	0.15324	0.66493	0.11167	0.46193	0.078266	0.35128	0.53872	0.95566	0.72538	0.8383
CABP2	3	0.066631	0.25361	0.55334	0.95398	0.79979	0.88267	0.013806	0.052546	0.64945	0.97289	0.95809	0.9781
MYOM2	3	0.093559	0.44448	0.50784	0.94058	0.65669	0.79153	-0.12384	-0.58835	0.87849	0.99465	0.5563	0.72643
TSSK1B	3	0.25501	0.80554	0.26272	0.79924	0.42051	0.63806	0.38941	1.2301	0.11951	0.58507	0.21864	0.5448
H4C1	3	0.045199	0.12839	0.59068	0.96289	0.89784	0.9439	-0.054705	-0.15538	0.76468	0.98718	0.87652	0.92989
ETS1	3	-1.1298	-2.6625	0.20903	0.74131	0.0077561	0.080622	-0.98181	-2.3144	0.28398	0.81842	0.020647	0.16454
ING5	3	-0.31905	-0.69365	0.84124	0.9928	0.4879	0.68149	-0.19779	-0.43014	0.99247	0.99901	0.66709	0.80071
TTC21A	3	0.50529	1.1364	0.048079	0.37683	0.25578	0.55525	0.45231	1.0172	0.076731	0.47282	0.30904	0.5712
LPIN2	3	0.16896	1.0446	0.3849	0.88875	0.29622	0.57163	0.095446	0.59008	0.5102	0.94857	0.55514	0.72547
MYL11	3	-0.14161	-0.37665	0.90406	0.9953	0.70643	0.82336	-0.58267	-1.5487	0.56925	0.95937	0.12145	0.47886
NELFB	3	-4.1461	-5.0089	0.0010694	0.080882	5.4752e-07	3.1751e-05	-3.1706	-3.9312	0.0033865	0.097561	8.4527e-05	0.0019843
GARS1	3	-3.4423	-4.3906	0.002228	0.087948	1.1304e-05	0.00037528	-4.1842	-5.1674	0.0012477	0.091362	2.3736e-07	1.612e-05
C2CD4C	3	-0.17177	-0.94428	0.9513	0.99669	0.34503	0.59287	-0.062918	-0.34589	0.77885	0.98735	0.72943	0.84074
CAPN14	3	-0.26173	-0.71359	0.91881	0.99604	0.47548	0.6737	-0.30507	-0.83174	0.85955	0.99406	0.40555	0.62561
ENSG00000131152	3	-0.74424	-2.0855	0.43886	0.91961	0.037025	0.24634	-0.672	-1.8835	0.49492	0.94624	0.059631	0.33225
ING2	3	-0.71299	-2.5876	0.46212	0.92772	0.0096653	0.09585	-0.29052	-1.0549	0.87849	0.99465	0.29146	0.56367
SAR1A	3	0.24793	0.84033	0.27221	0.80957	0.40072	0.62522	0.40518	1.3734	0.10685	0.55241	0.16962	0.52821
PRKAB2	3	-0.20225	-0.80303	0.99688	0.9996	0.42196	0.6388	0.13703	0.54416	0.44345	0.92315	0.58633	0.74793
FAM171B	3	0.57603	1.3189	0.026736	0.27623	0.18721	0.53677	0.35095	0.80346	0.15551	0.6588	0.42171	0.63645
ZKSCAN3	3	-0.031613	-0.28848	0.72297	0.9824	0.77298	0.86571	0.099694	0.90978	0.5029	0.94724	0.36294	0.59902
ADAP1	3	-0.28868	-1.0381	0.8825	0.99329	0.2992	0.57283	-0.3179	-1.1433	0.84235	0.99193	0.25293	0.55109
HCK	3	-0.32291	-1.1661	0.83571	0.99201	0.24358	0.55363	-0.47788	-1.7257	0.66411	0.97444	0.084407	0.40529
ZNF429	3	-0.19014	-0.57907	0.97848	0.99818	0.56254	0.72886	-0.11565	-0.35227	0.86672	0.99406	0.72463	0.83788
BUD23	3	-2.7039	-3.6924	0.0080207	0.14207	0.00022212	0.0042935	-2.8975	-3.9397	0.0053471	0.11742	8.1581e-05	0.0019292
CARNS1	3	0.14882	0.59673	0.41739	0.90828	0.55069	0.72187	0.40529	1.6252	0.10685	0.55241	0.10413	0.44971
ARHGAP24	3	0.25134	0.74141	0.26794	0.80508	0.45844	0.66149	0.26077	0.76924	0.25697	0.79195	0.44175	0.64872
PLCXD2	3	-0.45961	-1.2783	0.68292	0.97778	0.20114	0.54172	-0.65457	-1.8204	0.50896	0.94852	0.068693	0.36051
OR6B1	3	-0.32115	-1.4874	0.83865	0.99246	0.1369	0.49855	-0.063282	-0.29312	0.77961	0.98772	0.76943	0.86407
SLC6A9	3	-0.063896	-0.29778	0.77707	0.98714	0.76587	0.86148	-0.22945	-1.0693	0.96382	0.99823	0.28494	0.56216
APOBEC3H	3	0.4908	1.4819	0.054763	0.40348	0.13836	0.50067	0.17944	0.54172	0.37497	0.8885	0.58801	0.7491
TAS2R7	3	0.15985	0.66755	0.39943	0.89595	0.50442	0.69228	0.08371	0.34959	0.52981	0.95224	0.72665	0.83886
IFNA7	4	-0.98845	-1.9685	0.28023	0.81616	0.049015	0.2917	-0.7397	-1.4748	0.44354	0.92315	0.14028	0.50499
REG1B	3	0.18841	0.82103	0.35701	0.87592	0.41163	0.63179	0.16843	0.73395	0.3927	0.90149	0.46298	0.66321
MCRS1	3	-1.7626	-2.4447	0.053337	0.3986	0.014496	0.13033	-1.6736	-2.3255	0.064656	0.43983	0.020046	0.16119
SNX13	3	-0.006649	-0.021607	0.67797	0.9772	0.98276	0.99194	-0.14138	-0.45937	0.90647	0.99668	0.64597	0.78766
RTF2	3	-2.5483	-4.3238	0.011541	0.17603	1.5339e-05	0.0004828	-2.2014	-3.7403	0.023928	0.26796	0.00018377	0.0037188
EZH1	3	-0.136	-0.70492	0.89542	0.99448	0.48086	0.67696	-0.37079	-1.9219	0.7801	0.98772	0.054619	0.3137
LOC102724813	1	-1.6175	-1.6204	0.072498	0.46888	0.10514	0.44997	-0.95322	-0.95491	0.30109	0.83484	0.33962	0.58512
FRG1KP	1	-1.6175	-1.6204	0.072498	0.46888	0.10514	0.44997	-0.95322	-0.95491	0.30109	0.83484	0.33962	0.58512
LOC102724923	1	-1.6175	-1.6204	0.072498	0.46888	0.10514	0.44997	-0.95322	-0.95491	0.30109	0.83484	0.33962	0.58512
PIN4P1	1	-1.2292	-1.2698	0.1675	0.68776	0.20414	0.543	-1.1324	-1.1698	0.20934	0.73675	0.24207	0.54863
ATP2A3	3	-0.54318	-1.8637	0.60048	0.96691	0.062364	0.33611	0.017779	0.061037	0.64299	0.97289	0.95133	0.97336
PDLIM1	3	-0.17418	-0.74277	0.95486	0.99681	0.45762	0.66095	-0.21333	-0.9097	0.98516	0.99901	0.36298	0.59902
SYT3	3	-0.054596	-0.13778	0.76103	0.98553	0.89041	0.93941	-0.052736	-0.1331	0.76214	0.98718	0.89411	0.94064
IRF2BP2	3	0.4919	0.8745	0.053961	0.39993	0.38185	0.61368	0.6341	1.1273	0.015016	0.20586	0.25961	0.5541
PPIE	4	-1.7068	-2.6242	0.05962	0.42089	0.0086859	0.088336	-1.6296	-2.5096	0.070181	0.45455	0.012088	0.11072
FGFR2	3	0.2095	0.81974	0.32457	0.84836	0.41236	0.6323	0.28281	1.1066	0.2285	0.75801	0.26847	0.55609
TICAM2	3	-0.15734	-1.1594	0.92906	0.99604	0.24628	0.55363	-0.22267	-1.6408	0.97295	0.99823	0.10084	0.44285
KLK9	4	-0.25372	-0.73127	0.93026	0.99604	0.46461	0.66537	-0.47574	-1.3709	0.66656	0.97444	0.1704	0.52829
CHMP5	3	-1.3274	-2.2542	0.13466	0.63156	0.024184	0.18767	-1.592	-2.701	0.075528	0.47057	0.0069138	0.071833
SLC8A2	3	-0.26876	-0.81084	0.91057	0.99594	0.41746	0.63624	-0.2602	-0.78509	0.92024	0.99668	0.4324	0.64342
ADGRA1	3	-0.42781	-2.3126	0.71442	0.981	0.020742	0.16847	-0.052528	-0.28397	0.76192	0.98718	0.77644	0.86799
CHRM1	3	0.15818	0.47869	0.40206	0.89765	0.63216	0.77563	0.37857	1.1456	0.12918	0.60878	0.25195	0.55095
ENSG00000286239	3	-0.13514	-0.42414	0.89417	0.99448	0.67146	0.80103	-0.021185	-0.066494	0.70983	0.9813	0.94698	0.97082
OR2M4	3	-0.52985	-1.7713	0.61256	0.97074	0.076503	0.38119	-0.33776	-1.1292	0.81949	0.98916	0.2588	0.55399
HMCN2	3	-0.34864	-1.0643	0.80398	0.99031	0.28721	0.56814	-0.096609	-0.29501	0.8346	0.99107	0.76798	0.86322
SQOR	4	0.16689	1.4736	0.38811	0.8896	0.14059	0.50405	-0.013222	-0.11675	0.69553	0.97826	0.90706	0.94865
ENSG00000260170	3	0.098952	1.0372	0.49942	0.9376	0.29966	0.57313	0.017219	0.18048	0.64384	0.97289	0.85678	0.9179
FOXI3	3	-0.89505	-2.4882	0.33754	0.8622	0.012838	0.11896	-0.74774	-2.0788	0.43802	0.92026	0.037638	0.24917
FOXI2	3	0.0016823	0.0054094	0.6638	0.97594	0.99568	0.99784	0.18043	0.58035	0.3735	0.88717	0.56168	0.73009
FOXJ1	3	0.40797	1.1149	0.10587	0.56157	0.2649	0.55922	0.32962	0.90077	0.17708	0.702	0.36771	0.6021
UFL1	3	-1.2466	-2.483	0.16024	0.6748	0.013029	0.12028	-0.88009	-1.7536	0.34836	0.86857	0.079506	0.39221
NPY4R	3	-0.18971	-0.98229	0.97785	0.99804	0.32596	0.58409	0.086286	0.44684	0.52567	0.95224	0.65499	0.79318
NPY4R2	4	-0.10307	-0.42527	0.84164	0.99296	0.67064	0.80068	0.24415	1.0077	0.27997	0.81507	0.31362	0.57287
PDZD2	2	0.1159	0.36487	0.47153	0.92985	0.71521	0.82941	0.39418	1.2411	0.11563	0.57513	0.21458	0.54345
KCNJ3	3	0.19537	0.6439	0.34667	0.86774	0.51964	0.70116	0.45855	1.5113	0.074102	0.46573	0.13072	0.49183
PIEZO1	3	0.18166	1.5328	0.36712	0.88155	0.12531	0.48172	0.094747	0.79946	0.51136	0.94874	0.42402	0.63814
MC5R	3	0.030305	0.13367	0.61599	0.97074	0.89366	0.9415	0.0091087	0.040179	0.65707	0.97327	0.96795	0.984
RNFT2	3	0.3227	0.76519	0.18265	0.70905	0.44416	0.65267	0.53188	1.2612	0.03997	0.34781	0.20722	0.54205
ATP2B3	3	0.42772	0.85433	0.090143	0.51805	0.39292	0.62065	0.67395	1.3462	0.010427	0.17193	0.17825	0.53236
ADD2	3	-0.22457	-1.5138	0.97113	0.99795	0.13009	0.48853	-0.12081	-0.81439	0.8739	0.99422	0.41542	0.63234
ENPEP	3	0.099303	0.30018	0.49889	0.93745	0.76404	0.86042	0.21792	0.65881	0.31646	0.84401	0.51002	0.69506
SV2B	3	0.34517	1.3167	0.16126	0.67733	0.18792	0.53677	0.28563	1.0896	0.22485	0.7546	0.27588	0.55872
NIPAL3	3	0.012011	0.092428	0.64651	0.97552	0.92636	0.96079	0.056451	0.43441	0.57526	0.96024	0.66399	0.79874
JAG2	3	0.28576	1.38	0.22534	0.76004	0.16759	0.52674	0.15948	0.77011	0.40732	0.91177	0.44124	0.64838
DPP3	3	-0.6425	-1.9502	0.51635	0.94379	0.051158	0.2996	-0.61397	-1.8639	0.54434	0.95677	0.062336	0.3403
SRRM5	4	-0.36608	-1.7668	0.78264	0.98782	0.077262	0.3831	-0.31526	-1.5216	0.84556	0.99231	0.12811	0.48866
NOP14	3	-2.6782	-4.2937	0.0087336	0.15008	1.7569e-05	0.00054233	-2.6909	-4.3147	0.0087336	0.15159	1.5982e-05	0.00051383
FAM135A	3	0.1634	0.86429	0.39404	0.89405	0.38743	0.61681	-0.12058	-0.63771	0.87372	0.99407	0.52366	0.70431
CDC25B	3	-0.20382	-0.67032	0.99884	0.9996	0.50266	0.69153	-0.051655	-0.16991	0.76094	0.98718	0.86508	0.92259
ADGRD2	3	-0.1528	-1.1605	0.92198	0.99604	0.24584	0.55363	-0.13814	-1.0492	0.90094	0.99547	0.29408	0.56484
DTX1	3	0.071381	0.4462	0.54514	0.95269	0.65545	0.7908	-0.17172	-1.0733	0.95223	0.99734	0.28315	0.56133
ETAA1	3	-0.53827	-1.7187	0.60463	0.96812	0.085673	0.40571	-0.55241	-1.7638	0.59692	0.96729	0.077758	0.38573
SLC28A2	3	0.45373	1.0623	0.07428	0.47452	0.28812	0.56834	0.56105	1.3135	0.031503	0.30826	0.18901	0.53665
KCNB1	3	0.005909	0.025172	0.65645	0.97552	0.97992	0.99022	-0.23704	-1.0096	0.9529	0.99734	0.31267	0.57226
PATZ1	3	-0.19209	-0.70326	0.98115	0.99823	0.48189	0.6777	-0.45549	-1.6673	0.68764	0.97745	0.095454	0.42978
NSG2	3	0.25948	1.4609	0.25577	0.78998	0.14405	0.50723	0.11136	0.62694	0.48463	0.94199	0.5307	0.70948
GAN	3	-0.35045	-1.2949	0.80122	0.99031	0.19537	0.53862	-0.35114	-1.2975	0.80274	0.98891	0.19447	0.53965
BMP6	3	0.10073	0.52908	0.49648	0.93651	0.59675	0.75144	0.24233	1.2728	0.28202	0.81686	0.20308	0.54188
CDH5	3	0.048839	0.64997	0.5831	0.96023	0.51571	0.69889	0.076359	1.0162	0.54166	0.95581	0.30952	0.5712
CTSB	3	0.41856	1.248	0.096916	0.53744	0.21203	0.54597	0.41449	1.2359	0.099947	0.53367	0.21651	0.54466
TLE5	3	-1.4403	-2.3412	0.10315	0.55301	0.019221	0.16	-1.4281	-2.3223	0.10623	0.55058	0.020216	0.16226
VENTX	3	-0.049611	-0.34812	0.7531	0.98491	0.72775	0.83733	0.080742	0.56663	0.53418	0.95294	0.57097	0.73701
SLC7A1	3	-2.8828	-4.375	0.0055699	0.11585	1.2142e-05	0.00039665	-3.0896	-4.6822	0.0038767	0.10223	2.8381e-06	0.00012769
SRSF3	3	-5.1901	-6.5442	0.00066839	0.080882	5.9824e-11	2.3974e-08	-4.5185	-5.7082	0.00093575	0.091362	1.1421e-08	1.4481e-06
CFAP70	3	0.31309	0.93782	0.1925	0.71868	0.34834	0.59448	0.49553	1.4843	0.054229	0.40594	0.13772	0.50187
BMERB1	3	-0.00060458	-0.003955	0.66777	0.97597	0.99684	0.99837	-0.15416	-1.0085	0.92634	0.9968	0.31324	0.57272
MPV17L-BMERB1	3	0.13985	0.59309	0.43196	0.91608	0.55312	0.72291	0.092864	0.39382	0.51421	0.94909	0.69371	0.81728
LOC89927	2	0.054669	0.24847	0.57303	0.95825	0.80377	0.88509	-0.23732	-1.0787	0.95241	0.99734	0.28074	0.56091
TEX30	3	0.24288	1.3935	0.27881	0.8156	0.16346	0.52459	0.18282	1.0489	0.36998	0.88473	0.29422	0.56484
GDF6	3	0.34502	1.0758	0.16135	0.67758	0.28203	0.56655	0.14935	0.46566	0.42269	0.91488	0.64146	0.78484
RAP1GDS1	3	-0.46004	-1.531	0.68269	0.97778	0.12578	0.48261	-0.58007	-1.9303	0.57116	0.96024	0.05357	0.30997
KLHL13	3	-0.12032	-0.5161	0.87149	0.99296	0.60578	0.75777	0.28415	1.2189	0.22685	0.75674	0.22288	0.54531
ENSG00000273154	3	-0.65853	-0.95153	0.50352	0.93902	0.34134	0.59115	-0.68667	-0.99224	0.48284	0.94128	0.32108	0.57713
DDB1	3	-3.1635	-4.3388	0.0032083	0.090123	1.4323e-05	0.00045659	-2.8857	-3.9692	0.0054808	0.11816	7.21e-05	0.0017436
ATP5MKP1	2	-0.911	-1.7108	0.32729	0.85061	0.08712	0.40829	-1.2599	-2.3659	0.15787	0.66436	0.017985	0.14801
ZNF835	3	-0.060913	-0.21347	0.77212	0.98714	0.83096	0.90321	0.080033	0.28051	0.53591	0.95371	0.77909	0.86951
CDO1	3	0.21612	1.3213	0.31566	0.84353	0.18641	0.53669	-0.12263	-0.74967	0.87675	0.99434	0.45345	0.65627
DOC2B	3	-0.15187	-0.6168	0.92077	0.99604	0.53737	0.71306	-0.19314	-0.7844	0.98547	0.99901	0.4328	0.64382
SPATC1L	3	0.13546	0.65314	0.43953	0.91975	0.51366	0.69774	0.24933	1.2022	0.2727	0.80771	0.22929	0.54594
KAZN	3	-0.13813	-0.48774	0.89885	0.99448	0.62573	0.77115	-0.34664	-1.224	0.80897	0.98895	0.22095	0.54493
BPNT2	3	0.078195	0.3688	0.53382	0.94876	0.71228	0.82742	-0.0089665	-0.042287	0.68817	0.97768	0.96627	0.98322
TRIM29	3	-0.12589	-0.52662	0.8796	0.99329	0.59846	0.75245	-0.28737	-1.2021	0.88366	0.99542	0.22934	0.54594
TTLL6	3	-0.51586	-1.272	0.62606	0.97221	0.20338	0.543	-0.42237	-1.0417	0.72324	0.98355	0.29755	0.56607
MRGPRX2	3	0.097517	0.41031	0.50165	0.93852	0.68158	0.80714	0.2248	0.94588	0.30701	0.8397	0.34421	0.58745
NBPF8	3	-0.80821	-1.5122	0.39506	0.89456	0.13049	0.48914	-0.97484	-1.8231	0.28741	0.82176	0.068293	0.35935
CD300LF	3	-0.46026	-0.87545	0.68243	0.97778	0.38133	0.61329	-0.84133	-1.5969	0.37367	0.88741	0.1103	0.46007
CD300LD	3	0.12455	0.70284	0.45638	0.92412	0.48216	0.67781	0.082108	0.46335	0.53226	0.95224	0.64311	0.7858
AQP1	3	-0.11899	-0.80127	0.86917	0.99296	0.42298	0.63931	-0.15029	-1.012	0.92095	0.99668	0.31154	0.57174
OR2T6	3	-0.011526	-0.08574	0.68719	0.97837	0.93167	0.96375	-0.046365	-0.3449	0.75189	0.98718	0.73017	0.84109
LOC124904930	3	0.55909	1.1879	0.030211	0.29555	0.23487	0.55234	0.50829	1.08	0.049015	0.38842	0.28015	0.56059
MMP3	3	0.0074383	0.038225	0.65422	0.97552	0.96951	0.98504	-0.01316	-0.06763	0.69548	0.97826	0.94608	0.97051
CASTOR1	3	-0.054007	-0.56667	0.76023	0.98539	0.57094	0.7344	-0.16926	-1.776	0.94844	0.99734	0.075741	0.37971
PRM1	3	0.39051	1.5195	0.11844	0.59225	0.12864	0.48583	0.049994	0.19452	0.58658	0.9631	0.84577	0.911
ZNF524	3	0.23504	0.53323	0.28883	0.82316	0.59387	0.74945	0.314	0.71248	0.1912	0.71576	0.47616	0.67238
OR51I2	3	-1.2674	-1.9495	0.15342	0.66544	0.051232	0.29988	-0.97881	-1.5077	0.28518	0.81972	0.13162	0.49321
CYP2C19	3	-0.16629	-0.98754	0.9423	0.99604	0.32338	0.58233	-0.082683	-0.49103	0.812	0.98895	0.62341	0.77323
CRTC2	3	-0.95163	-2.3109	0.3026	0.83156	0.020838	0.16894	-0.84612	-2.0548	0.3706	0.88499	0.039895	0.25832
HROB	3	0.0057692	0.037369	0.65685	0.97552	0.97019	0.98552	0.12322	0.79815	0.4656	0.9327	0.42478	0.6384
ACTC1	3	-1.701	-2.3199	0.060333	0.42326	0.020346	0.16598	-1.6261	-2.2226	0.070671	0.4563	0.026242	0.19552
DRD2	3	0.26412	0.91319	0.25047	0.78501	0.36114	0.60227	0.40538	1.4016	0.10681	0.55241	0.16104	0.52183
PAFAH2	3	0.38955	1.4951	0.11911	0.594	0.13489	0.49589	0.1905	0.73112	0.3575	0.8776	0.46471	0.66456
CMKLR2	3	0.20588	0.84	0.32961	0.85303	0.40091	0.62522	0.31714	1.294	0.18791	0.71018	0.19566	0.53965
WDR46	3	-3.2382	-4.9077	0.0030746	0.090123	9.2128e-07	4.8534e-05	-3.2885	-4.9833	0.0028964	0.092643	6.251e-07	3.6533e-05
CDY2B	4	0.61448	1.1544	0.017868	0.21841	0.24834	0.55363	0.71929	1.3513	0.0062829	0.12544	0.17658	0.53151
CDY2A	4	0.61448	1.1544	0.017868	0.21841	0.24834	0.55363	0.71929	1.3513	0.0062829	0.12544	0.17658	0.53151
RABL2A	3	0.12213	0.78082	0.46079	0.92686	0.43491	0.64696	0.17952	1.1477	0.37474	0.88827	0.25109	0.55064
NACC2	3	-0.024004	-0.30467	0.70889	0.98064	0.76061	0.85795	-0.11644	-1.4779	0.86797	0.99406	0.13943	0.5042
SEMA4B	3	0.29586	1.0865	0.21335	0.747	0.27724	0.56344	0.22415	0.82315	0.30826	0.84099	0.41042	0.62897
LOC101930434	3	-1.5519	-1.9295	0.08239	0.50068	0.053669	0.30931	-1.1028	-1.3754	0.22284	0.75158	0.16902	0.52821
GOLGA8H	3	-2.5437	-3.7291	0.011585	0.17603	0.00019216	0.0037896	-2.76	-4.0419	0.0073523	0.13799	5.3027e-05	0.00137
PHGR1	3	-0.63591	-1.4847	0.52188	0.94559	0.13761	0.49956	-0.71567	-1.6707	0.46048	0.92895	0.094786	0.42874
ATOH7	3	0.34535	1.1557	0.16122	0.67733	0.24779	0.55363	0.30959	1.0361	0.19642	0.72298	0.30018	0.56704
TMPRSS11F	3	-0.14319	-0.3725	0.90718	0.99566	0.70952	0.82537	-0.24688	-0.64216	0.93886	0.99684	0.52077	0.70256
OR5M3	3	-0.36144	-1.1396	0.78803	0.98871	0.25445	0.55508	-0.52506	-1.6551	0.62151	0.97226	0.097904	0.43568
LOC124900416	3	-0.51417	-1.2261	0.62766	0.97306	0.22017	0.5505	-0.70284	-1.675	0.47037	0.93492	0.093927	0.42723
LOC84288	2	0.0089791	0.053077	0.65146	0.97552	0.95767	0.97829	-0.35161	-2.0783	0.80225	0.9888	0.037682	0.24923
PHF21A	3	-0.19652	-0.80817	0.9885	0.99896	0.41899	0.63725	-0.30407	-1.2504	0.86093	0.99406	0.21114	0.54321
GOLGA8K	3	-2.3827	-3.4913	0.016086	0.20783	0.00048066	0.0081534	-2.658	-3.8865	0.0097139	0.16403	0.00010171	0.0022918
GOLGA8T	2	-2.1204	-2.624	0.027137	0.2777	0.0086894	0.088336	-2.2524	-2.7872	0.022191	0.26055	0.0053161	0.058626
TMEM161B	3	-0.16583	-0.65077	0.94176	0.99604	0.5152	0.69861	-0.31969	-1.2545	0.84061	0.99193	0.20965	0.54321
MRPL13	3	-2.126	-3.0138	0.026958	0.27689	0.0025801	0.032974	-2.4851	-3.4939	0.014125	0.19975	0.00047603	0.0081171
APLN	3	-0.82384	-1.6596	0.38388	0.88875	0.097004	0.43266	-0.7902	-1.5919	0.40807	0.91181	0.1114	0.46149
SLC19A1	3	0.28209	1.071	0.22921	0.76434	0.28415	0.5672	0.2071	0.78631	0.33161	0.85647	0.43168	0.6432
CDKN2A	2	0.080557	0.19675	0.53034	0.94791	0.84402	0.91078	0.084417	0.20618	0.52879	0.95224	0.83665	0.90582
TRAPPC4	4	-1.4492	-2.3175	0.10191	0.55029	0.020477	0.16699	-1.6721	-2.6702	0.064789	0.44034	0.0075798	0.077321
TMED2-DT	1	-2.0587	-1.6439	0.030167	0.29555	0.10019	0.43967	-2.5091	-2.0036	0.013546	0.19604	0.04511	0.28082
LOC124908044	3	0.25966	1.0118	0.25564	0.78989	0.31161	0.57888	0.35396	1.3794	0.15226	0.6536	0.16778	0.52736
EPHA10	3	0.3285	1.4039	0.17708	0.70175	0.16035	0.52169	0.17301	0.73941	0.38499	0.89682	0.45966	0.66111
ACADS	3	-0.052523	-0.21132	0.75778	0.98491	0.83263	0.90401	-0.39778	-1.5999	0.75145	0.98718	0.10961	0.45925
RFX2	3	-0.066945	-0.27425	0.78224	0.98782	0.7839	0.87259	-0.12262	-0.50233	0.87675	0.99434	0.61544	0.76842
E2F8	3	0.30467	0.75522	0.20261	0.73154	0.45012	0.65659	0.44297	1.0981	0.081811	0.48687	0.27216	0.55768
L1TD1	3	0.1511	0.85292	0.41373	0.90559	0.39371	0.62097	0.0006503	0.0036708	0.67155	0.97446	0.99707	0.99861
SLAMF6	3	-0.29865	-1.4005	0.86815	0.99296	0.16135	0.52229	-0.26492	-1.2423	0.914	0.99668	0.21412	0.54321
GATM	3	0.24136	1.2305	0.2809	0.81616	0.21852	0.5494	0.076339	0.38918	0.54171	0.95581	0.69715	0.81951
ACSL1	3	-0.29948	-1.6067	0.86686	0.99296	0.10811	0.45573	0.17026	0.91357	0.38923	0.89937	0.36094	0.59776
ZBTB7C	3	-0.40062	-0.78703	0.7441	0.98491	0.43126	0.64527	-0.32459	-0.63815	0.83495	0.99107	0.52338	0.7043
FER1L6	3	0.10877	0.63165	0.48432	0.93459	0.52762	0.70645	0.1619	0.9402	0.40282	0.90737	0.34712	0.58891
CDK11A	3	-1.8285	-3.3939	0.046297	0.37054	0.00068895	0.010958	-1.3595	-2.526	0.12428	0.59722	0.011537	0.10704
LYN	3	-0.29708	-0.86226	0.86998	0.99296	0.38854	0.61732	-0.39183	-1.1372	0.75706	0.98718	0.25543	0.55214
ADGRG1	3	0.24218	1.1379	0.27988	0.81614	0.25517	0.55508	0.28115	1.321	0.23046	0.75947	0.1865	0.53583
RAP2C-AS1	1	0.62014	0.50716	0.016977	0.21155	0.61204	0.76175	0.63715	0.52107	0.014571	0.20361	0.60232	0.75969
NDUFV1	3	-0.96186	-2.2609	0.29668	0.82863	0.023765	0.18557	-1.0737	-2.5236	0.23679	0.76614	0.011617	0.10763
TOR1A	3	-0.029276	-0.10905	0.71803	0.98101	0.91317	0.95312	0.26685	0.99397	0.24846	0.77997	0.32024	0.57679
