id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
CEP290	4	0.47085	0.54932	0.976208	9862	1	-0.17448	0.94834	0.97654	1.0	18437	0	-0.17448
ATG4D	4	0.47087	0.54932	0.976208	9863	2	-0.31613	0.80038	0.92569	1.0	15528	1	-0.31613
C1orf141	4	0.47091	0.54932	0.976208	9864	2	-0.27783	0.86898	0.9476	1.0	16804	0	-0.27783
HIPK1	4	0.47112	0.54932	0.976208	9865	2	-0.26718	0.72829	0.90093	1.0	14449	1	-0.26718
CTXN1	4	0.47123	0.54932	0.976208	9866	2	-0.29727	0.42581	0.75249	1.0	11652	1	-0.29727
TM7SF3	3	0.47125	0.43652	0.976208	9867	1	0.4042	0.19542	0.52945	1.0	7386	2	0.4042
PLAAT4	4	0.47131	0.54932	0.976208	9868	2	0.073763	0.19427	0.48097	1.0	7365	2	0.073763
SLC16A9	4	0.47133	0.54932	0.976208	9869	2	-0.24617	0.76261	0.90093	1.0	14939	1	-0.24617
TUBB4A	4	0.4714	0.54932	0.976208	9870	1	0.16735	0.38617	0.72783	1.0	10983	2	0.16735
KPLCE	4	0.47149	0.54932	0.976208	9871	2	-0.19334	0.51931	0.7773	1.0	12372	1	-0.19334
CRY1	4	0.47164	0.54932	0.976208	9872	1	0.36352	0.1642	0.41895	1.0	6806	2	0.36352
TLL2	4	0.47169	0.54932	0.976208	9873	2	-0.26637	0.44902	0.75249	1.0	11818	1	-0.26637
TERF2IP	4	0.47186	0.54932	0.976208	9874	1	0.23713	0.053264	0.21425	1.0	3390	2	0.23713
GALE	4	0.47221	0.54932	0.976208	9875	2	-0.20168	0.34294	0.6816	1.0	10133	2	-0.20168
ZNF281	4	0.47222	0.54932	0.976208	9876	1	0.15085	0.81746	0.92569	1.0	15826	0	0.15085
CRADD	4	0.47225	0.54932	0.976208	9877	2	-0.19802	0.82418	0.92569	1.0	15951	0	-0.19802
ZUP1	4	0.47227	0.54932	0.976208	9878	2	-0.35666	0.95844	0.97654	1.0	18704	0	-0.35666
CYBA	4	0.47229	0.54932	0.976208	9879	2	-0.034316	0.33318	0.6816	1.0	9973	2	-0.034316
RIPPLY2	4	0.47234	0.54932	0.976208	9880	2	0.12027	0.12606	0.35753	1.0	6080	2	0.12027
FAM186A	4	0.47239	0.54932	0.976208	9881	2	-0.12902	0.27003	0.64149	1.0	8754	2	-0.12902
HMCN1	4	0.47243	0.54932	0.976208	9882	2	-0.36654	0.34231	0.6816	1.0	10115	1	-0.36654
GPBP1	4	0.47245	0.54932	0.976208	9883	2	-0.11702	0.6546	0.85127	1.0	13596	1	-0.11702
SERHL	2	0.47245	0.47095	0.976208	9884	1	-0.83575	0.82836	0.84694	1.0	16035	0	-0.83575
SCGB1D2	4	0.47247	0.54932	0.976208	9885	2	-0.45164	0.35981	0.72783	1.0	10486	1	-0.45164
ICAM1	4	0.4725	0.54932	0.976208	9886	2	-0.15975	0.84501	0.92569	1.0	16346	0	-0.15975
TRAPPC6B	4	0.4726	0.54932	0.976208	9887	2	-0.38873	0.18561	0.48097	1.0	7181	1	-0.38873
ACOX1	4	0.47263	0.54932	0.976208	9888	1	0.18899	0.58892	0.8266	1.0	12941	1	0.18899
TMCO5A	4	0.47266	0.54932	0.976208	9889	1	-0.054238	0.78058	0.92569	1.0	15179	1	-0.054238
SLC35F6	4	0.47274	0.54932	0.976208	9890	1	0.22338	0.62064	0.85127	1.0	13246	1	0.22338
KCNH7	4	0.4728	0.54932	0.976208	9891	1	0.092803	0.10956	0.32985	1.0	5648	1	0.092803
CYP4F12	4	0.47291	0.54932	0.976208	9892	1	-0.17166	0.7509	0.90093	1.0	14768	1	-0.17166
KIAA1614	4	0.47292	0.54932	0.976208	9893	2	-0.43156	0.78445	0.92569	1.0	15262	1	-0.43156
RNF123	4	0.47297	0.54932	0.976208	9894	2	-0.079575	0.75067	0.90093	1.0	14766	1	-0.079575
G6PC1	4	0.47311	0.54932	0.976208	9895	2	-0.40507	0.83845	0.92569	1.0	16229	0	-0.40507
CASKIN2	4	0.47312	0.54932	0.976208	9896	1	0.28161	0.1839	0.48097	1.0	7153	2	0.28161
WBP1	4	0.47318	0.54932	0.976208	9897	1	0.13055	0.13302	0.35753	1.0	6210	2	0.13055
C1orf115	4	0.47321	0.54932	0.976208	9898	2	0.048934	0.27853	0.64149	1.0	8918	2	0.048934
FSTL5	4	0.47326	0.54932	0.976208	9899	2	-0.27122	0.87816	0.9476	1.0	16999	0	-0.27122
AKR1B1	4	0.47334	0.54932	0.976208	9900	2	0.23903	0.080134	0.25608	1.0	4534	2	0.23903
GABARAP	4	0.47338	0.54932	0.976208	9901	2	-0.17255	0.36391	0.72783	1.0	10562	2	-0.17255
ZIM3	4	0.47344	0.54932	0.976208	9902	2	0.09618	0.26151	0.64149	1.0	8581	2	0.09618
FKBP4	4	0.47352	0.54932	0.976208	9903	2	-0.30141	0.69239	0.87607	1.0	14021	1	-0.30141
MATCAP2	4	0.47358	0.54932	0.976208	9904	2	-0.18769	0.061861	0.25608	1.0	3781	1	-0.18769
BAX	4	0.47362	0.54932	0.976208	9905	2	0.060497	0.39061	0.72783	1.0	11073	2	0.060497
GALC	4	0.47362	0.54932	0.976208	9906	1	0.040095	0.59429	0.8266	1.0	13002	1	0.040095
ZNF146	4	0.47369	0.54932	0.976208	9907	2	-0.18047	0.21081	0.5211	1.0	7685	1	-0.18047
NSUN7	4	0.4737	0.54932	0.976208	9908	1	-0.33209	0.22856	0.56433	1.0	7976	1	-0.33209
