id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Scn4b	20	5.8579e-06	5.7161e-05	0.107261	1	17	-4.8887	0.94031	0.92056	0.986842	2665	0	-4.8887
Gdpd5	20	9.5053e-06	9.8733e-05	0.107261	2	14	-4.5967	0.88651	0.8512	0.971537	2501	0	-4.5967
Ntm	18	1.3567e-05	0.00011259	0.107261	3	9	-3.9192	0.084274	0.080637	0.879609	238	0	-3.9192
Olfr978	18	2.0552e-05	0.0001888	0.134901	4	11	-4.5447	0.16333	0.16532	0.882295	458	0	-4.5447
Adrb1	20	5.3688e-05	0.00048674	0.251061	5	16	-4.4427	0.82154	0.77817	0.960285	2310	0	-4.4427
Svopl	20	6.4542e-05	0.00061145	0.251061	6	16	-4.4437	0.93405	0.91244	0.984427	2644	0	-4.4437
H2-Ob	20	6.5023e-05	0.00061491	0.251061	7	15	-4.7134	0.57811	0.52108	0.90617	1616	0	-4.7134
Tnfrsf13b	18	0.00015435	0.0014065	0.479098	8	15	-4.678	0.93838	0.91856	0.98619	2662	0	-4.678
Pth2r	19	0.00015791	0.0015087	0.479098	9	13	-4.2249	0.29577	0.28551	0.882295	823	0	-4.2249
Pcdhb12	20	0.00019065	0.0018759	0.5045	10	17	-4.3206	0.99866	0.9979	0.999607	2850	0	-4.3206
Ror1	20	0.00019617	0.0019417	0.5045	11	8	-3.8393	0.064748	0.059995	0.879609	189	0	-3.8393
Gprc5b	20	0.00025964	0.0025099	0.597772	12	13	-4.3975	0.68814	0.61532	0.910668	1915	0	-4.3975
Itga9	20	0.0003024	0.0029464	0.608911	13	13	-3.9684	0.84281	0.79903	0.961935	2370	0	-3.9684
Klrb1	19	0.0003722	0.0034556	0.608911	14	11	-3.9569	0.41105	0.36466	0.882295	1168	0	-3.9569
Rgma	20	0.00037547	0.0034938	0.608911	15	15	-4.4898	0.59308	0.53007	0.90617	1655	0	-4.4898
Cdh3	19	0.00037947	0.0035007	0.608911	16	16	-4.5989	0.97694	0.96762	0.993624	2781	0	-4.5989
Asic4	20	0.00039343	0.0036219	0.608911	17	13	-4.4335	0.68814	0.61532	0.910668	1916	0	-4.4335
Cdhr3	20	0.00043018	0.0039441	0.626238	18	16	-4.5735	0.95635	0.94055	0.992009	2706	0	-4.5735
Plxnb1	20	0.00049859	0.0045781	0.654208	19	12	-3.9426	0.97775	0.96903	0.993624	2786	0	-3.9426
Pcdha1	16	0.00057891	0.0044707	0.654208	20	10	-4.0216	0.33201	0.29571	0.882295	959	0	-4.0216
Lrfn1	20	0.00058731	0.0052121	0.678668	21	15	-4.5538	0.97613	0.96695	0.993624	2777	0	-4.5538
Trpv4	20	0.0005881	0.0052242	0.678668	22	17	-4.3772	0.68814	0.61532	0.910668	1929	0	-4.3772
Notch1	20	0.00067341	0.0058789	0.684085	23	13	-4.5739	0.78928	0.73207	0.942452	2222	0	-4.5739
Lamp1	20	0.00070314	0.0061405	0.684085	24	15	-4.5574	0.82154	0.77817	0.960285	2302	0	-4.5574
Susd3	20	0.00070782	0.0061699	0.684085	25	13	-4.6423	0.99286	0.9883	0.995964	2836	0	-4.6423
Olfr323	18	0.0007478	0.0063795	0.684085	26	10	-4.0674	0.026445	0.032362	0.873617	74	0	-4.0674
Caly	19	0.00075247	0.0064627	0.684085	27	15	-4.5789	0.44499	0.39031	0.884347	1277	0	-4.5789
Epha3	20	0.00078818	0.0069026	0.698982	28	11	-4.0536	0.43424	0.38797	0.882295	1234	0	-4.0536
Lrfn4	20	0.00089891	0.0077479	0.698982	29	9	-3.6434	0.2525	0.2543	0.882295	707	0	-3.6434
Ephb3	20	0.00093344	0.007987	0.698982	30	14	-4.5835	0.91918	0.89188	0.97874	2606	0	-4.5835
Calcr	20	0.00095081	0.0081342	0.698982	31	14	-4.5195	0.68814	0.61532	0.910668	1917	0	-4.5195
Prnp	20	0.00097592	0.0083507	0.698982	32	11	-4.0226	0.20551	0.20524	0.882295	577	0	-4.0226
Tnfrsf11a	20	0.00097688	0.0083646	0.698982	33	12	-4.2627	0.14103	0.15041	0.882295	387	0	-4.2627
Agtr1a	20	0.00099012	0.0084304	0.698982	34	15	-4.6154	0.48453	0.42352	0.891333	1355	0	-4.6154
Layn	20	0.0010146	0.0087353	0.698982	35	13	-4.1986	0.86489	0.82523	0.968591	2436	0	-4.1986
Clstn1	20	0.001025	0.0088045	0.698982	36	11	-4.0388	0.34126	0.31717	0.882295	975	0	-4.0388
Fam174a	20	0.0011068	0.009371	0.707129	37	16	-4.6387	0.5237	0.47011	0.90617	1477	0	-4.6387
Rrh	20	0.0012121	0.010083	0.707129	38	15	-4.6305	0.75933	0.69314	0.930045	2128	0	-4.6305
Cacna1i	20	0.0012207	0.010142	0.707129	39	15	-4.5753	0.98468	0.9766	0.994737	2805	0	-4.5753
Olfr202	20	0.0012306	0.010163	0.707129	40	12	-4.0623	0.74592	0.68421	0.930045	2095	0	-4.0623
Oxgr1	20	0.0013034	0.010916	0.707129	41	8	-3.3863	0.41766	0.36762	0.882295	1185	0	-3.3863
Cdh24	19	0.0013037	0.010658	0.707129	42	13	-4.5971	0.83711	0.79322	0.961935	2354	0	-4.5971
Astn1	20	0.0013291	0.011088	0.707129	43	16	-4.5589	0.17974	0.18093	0.882295	505	0	-4.5589
Tmem8b	20	0.0013291	0.011088	0.707129	44	7	-3.6421	0.90876	0.87873	0.975309	2578	0	-3.6421
Plxnb2	20	0.0013559	0.011278	0.707129	45	11	-4.335	0.48453	0.42352	0.891333	1344	0	-4.335
Sv2a	20	0.0014427	0.011999	0.707129	46	13	-4.4236	0.45422	0.40282	0.888268	1285	0	-4.4236
5830411N06Rik	20	0.0014427	0.011999	0.707129	47	14	-4.319	0.54861	0.49816	0.90617	1538	0	-4.319
Tspan17	20	0.001508	0.012359	0.707129	48	11	-4.2042	0.88331	0.84682	0.971189	2492	0	-4.2042
Opn5	20	0.0015829	0.01288	0.707129	49	13	-4.5167	0.90577	0.8756	0.975309	2563	0	-4.5167
Il27ra	20	0.0016419	0.01319	0.707129	50	11	-4.1383	0.97458	0.96551	0.993624	2771	0	-4.1383
Slc31a1	18	0.0017301	0.013469	0.707129	51	10	-4.6247	0.2042	0.20254	0.882295	566	0	-4.6247
H2-Q2	20	0.0017463	0.013828	0.707129	52	15	-4.5917	0.058802	0.054332	0.879609	174	0	-4.5917
Sppl2c	20	0.001827	0.014313	0.707129	53	13	-4.3238	0.85195	0.80808	0.963096	2403	0	-4.3238
Flrt1	20	0.0018512	0.014474	0.707129	54	15	-4.345	0.064748	0.059995	0.879609	185	0	-4.345
P2rx6	20	0.0018645	0.014557	0.707129	55	14	-4.6152	0.96553	0.95175	0.992009	2741	0	-4.6152
Dpp10	20	0.0019501	0.014981	0.707129	56	15	-4.502	0.10193	0.093562	0.879609	288	0	-4.502
Olfr1217	20	0.001977	0.015214	0.707129	57	13	-4.4324	0.28073	0.2781	0.882295	793	0	-4.4324
Grid2	20	0.0020035	0.015418	0.707129	58	7	-3.587	0.075299	0.073308	0.879609	219	0	-3.587
Cntnap1	20	0.0020714	0.015832	0.707129	59	14	-4.4998	0.9893	0.98286	0.995399	2821	0	-4.4998
Cdcp1	20	0.0020796	0.015941	0.707129	60	14	-4.3498	0.79967	0.74509	0.946427	2248	0	-4.3498
H2-K1	19	0.0020842	0.016201	0.707129	61	14	-4.2848	0.43744	0.38805	0.882295	1249	0	-4.2848
Upk1b	20	0.0021095	0.016087	0.707129	62	12	-4.0478	0.75227	0.68838	0.930045	2103	0	-4.0478
Pcdhac1	16	0.0021432	0.015047	0.707129	63	10	-4.1491	0.78787	0.73814	0.946427	2216	0	-4.1491
Fgfr1	20	0.0021589	0.016523	0.707129	64	15	-4.3853	0.99888	0.99819	0.999607	2851	0	-4.3853
Slc38a8	20	0.0021896	0.016632	0.707129	65	13	-4.5654	0.38614	0.34804	0.882295	1101	0	-4.5654
Erbb4	20	0.0022727	0.017136	0.707129	66	9	-3.5871	0.80505	0.75102	0.949324	2264	0	-3.5871
Acvr2b	18	0.0023056	0.017126	0.707129	67	14	-4.2351	0.97349	0.96263	0.993624	2768	0	-4.2351
Mmp17	20	0.0023525	0.017618	0.707129	68	9	-3.5843	0.47677	0.41754	0.891333	1321	0	-3.5843
Olfr297	20	0.0023885	0.017838	0.707129	69	15	-4.22	0.9786	0.97013	0.993624	2788	0	-4.22
Acvr1c	20	0.0024037	0.017978	0.707129	70	15	-4.4851	0.73456	0.67065	0.929375	2060	0	-4.4851
Ddr1	20	0.0024323	0.018092	0.707129	71	15	-4.2422	0.82702	0.78453	0.961898	2329	0	-4.2422
Hbegf	18	0.0024432	0.018049	0.707129	72	13	-4.4487	0.90304	0.87305	0.975309	2547	0	-4.4487
D430041D05Rik	20	0.0024665	0.01848	0.707129	73	14	-4.3233	0.94031	0.92056	0.986842	2666	0	-4.3233
P2ry12	20	0.0024906	0.018557	0.707129	74	12	-4.2134	0.50452	0.4411	0.894091	1404	0	-4.2134
Tspan18	20	0.0025748	0.019145	0.712814	75	8	-3.6367	0.67514	0.60642	0.910668	1874	0	-3.6367
Gja4	17	0.0025944	0.018054	0.707129	76	14	-4.323	0.90365	0.87869	0.975309	2554	0	-4.323
Slc6a1	19	0.0026715	0.020251	0.712814	77	11	-3.9813	0.56628	0.5101	0.90617	1579	0	-3.9813
Slc38a1	20	0.0026871	0.019856	0.712814	78	10	-3.8876	0.66892	0.59649	0.910668	1862	0	-3.8876
Olfr1511	20	0.0027791	0.02046	0.712814	79	16	-4.4145	0.036104	0.039129	0.873617	106	0	-4.4145
Clec1b	20	0.0028001	0.020488	0.712814	80	12	-4.002	0.88331	0.84682	0.971189	2489	0	-4.002
Gprc5c	20	0.0028037	0.0205	0.712814	81	14	-4.3091	0.86055	0.81891	0.965955	2426	0	-4.3091
Grin3b	20	0.0028428	0.020846	0.712814	82	12	-4.2118	0.35004	0.32151	0.882295	1005	0	-4.2118
Slc5a7	18	0.0028619	0.021023	0.712814	83	11	-4.1292	0.9461	0.92772	0.988598	2682	0	-4.1292
Ly6g6c	20	0.0028824	0.021311	0.712814	84	15	-4.2972	0.73993	0.67671	0.929375	2067	0	-4.2972
Ffar4	20	0.0029015	0.021351	0.712814	85	14	-4.4805	0.7154	0.65321	0.929375	2007	0	-4.4805
Tmem132c	20	0.002924	0.021449	0.712814	86	15	-4.4671	0.98038	0.9725	0.994063	2793	0	-4.4671
Il23r	19	0.0030487	0.022566	0.718039	87	15	-4.3423	0.44499	0.39031	0.884347	1276	0	-4.3423
Nlgn3	20	0.0030528	0.022222	0.718039	88	10	-3.891	0.97686	0.96803	0.993624	2780	0	-3.891
Podxl	20	0.0030737	0.022454	0.718039	89	9	-3.694	0.14848	0.15732	0.882295	427	0	-3.694
Slc5a5	20	0.0031156	0.022698	0.718039	90	14	-4.5015	0.77066	0.71122	0.940132	2167	0	-4.5015
Abca4	20	0.0031538	0.022863	0.718039	91	10	-3.8006	0.10193	0.093562	0.879609	293	0	-3.8006
Dpep3	20	0.0032691	0.023666	0.735202	92	13	-4.2701	0.85195	0.80808	0.963096	2402	0	-4.2701
Tmem235	19	0.0034199	0.024732	0.743588	93	13	-4.2848	0.51358	0.4637	0.90617	1425	0	-4.2848
Fzd1	20	0.0034298	0.024784	0.743588	94	12	-4.5393	0.53169	0.48004	0.90617	1497	0	-4.5393
Astn2	20	0.003454	0.025042	0.743588	95	8	-3.7515	0.5237	0.47011	0.90617	1469	0	-3.7515
Olfr1465	20	0.0034852	0.025277	0.743588	96	7	-3.716	0.18919	0.19239	0.882295	531	0	-3.716
Shisa7	20	0.0036674	0.026483	0.743588	97	15	-4.4658	0.6554	0.58118	0.90617	1820	0	-4.4658
Slc45a4	20	0.0038	0.027139	0.743588	98	15	-4.3398	0.68814	0.61532	0.910668	1930	0	-4.3398
Chrna10	20	0.0038165	0.027276	0.743588	99	11	-4.077	0.96998	0.95784	0.992386	2755	0	-4.077
Kcnv2	20	0.0038379	0.027688	0.743588	100	10	-3.7778	0.98468	0.9766	0.994737	2806	0	-3.7778
Gabra4	19	0.0038393	0.027252	0.743588	101	8	-3.5512	0.66943	0.5989	0.910668	1865	0	-3.5512
Crb2	20	0.0038529	0.02772	0.743588	102	10	-3.9155	0.72306	0.66211	0.929375	2021	0	-3.9155
Il17rb	20	0.003873	0.027727	0.743588	103	13	-4.4367	0.35914	0.32587	0.882295	1022	0	-4.4367
Cckbr	20	0.0039068	0.02781	0.743588	104	8	-3.746	0.46193	0.40528	0.888268	1292	0	-3.746
Cnnm4	20	0.0040567	0.028665	0.743588	105	10	-3.8839	0.31911	0.30329	0.882295	904	0	-3.8839
Disp1	20	0.0040792	0.028735	0.743588	106	12	-4.0902	0.94941	0.93251	0.991121	2689	0	-4.0902
Plxdc1	20	0.0041477	0.029123	0.743588	107	8	-3.5678	0.92746	0.90256	0.981547	2627	0	-3.5678
Tnfrsf8	20	0.0041771	0.02936	0.743588	108	12	-4.3317	0.3961	0.35467	0.882295	1139	0	-4.3317
Cmklr1	20	0.0042454	0.029861	0.743588	109	9	-3.666	0.27291	0.27495	0.882295	771	0	-3.666
Cdh4	20	0.0043509	0.030618	0.743588	110	14	-4.4028	0.5401	0.48865	0.90617	1514	0	-4.4028
Adcy2	20	0.0044169	0.030997	0.743588	111	11	-3.966	0.68814	0.61532	0.910668	1918	0	-3.966
Megf9	20	0.0044391	0.031071	0.743588	112	16	-4.2638	0.5237	0.47011	0.90617	1459	0	-4.2638
Tspan15	20	0.0044472	0.031118	0.743588	113	11	-3.9416	0.9893	0.98286	0.995399	2822	0	-3.9416
Gsg1	20	0.004463	0.031239	0.743588	114	10	-3.8419	0.35914	0.32587	0.882295	1026	0	-3.8419
Lrtm2	20	0.0044948	0.031638	0.743588	115	10	-3.8715	0.17199	0.16919	0.882295	479	0	-3.8715
Tmem255b	20	0.0045351	0.031738	0.743588	116	14	-4.4415	0.74592	0.68421	0.930045	2098	0	-4.4415
Olfr1466	20	0.004641	0.032272	0.743588	117	11	-4.2453	0.90042	0.86916	0.975309	2540	0	-4.2453
Il2rb	20	0.0046552	0.032386	0.743588	118	14	-4.2896	0.86881	0.83095	0.970125	2446	0	-4.2896
Il17re	20	0.0046552	0.032386	0.743588	119	13	-4.1698	0.98525	0.97699	0.994737	2807	0	-4.1698
Gm5150	18	0.0046718	0.032137	0.743588	120	12	-4.4652	0.3853	0.33763	0.882295	1096	0	-4.4652
Serinc2	19	0.0046741	0.032189	0.743588	121	10	-3.9158	0.015519	0.015162	0.854381	40	0	-3.9158
Gpc5	20	0.0047509	0.032904	0.743588	122	13	-4.5073	0.94256	0.92289	0.986842	2669	0	-4.5073
Fap	20	0.0047884	0.033024	0.743588	123	12	-4.0137	0.47677	0.41754	0.891333	1332	0	-4.0137
Pcdhgb1	18	0.0047946	0.032448	0.743588	124	12	-4.2033	0.18702	0.18778	0.882295	522	0	-4.2033
Sv2c	20	0.0048099	0.033027	0.743588	125	5	-3.2212	0.001827	1.7322e-06	0.00033	6	0	-3.2212
Olfr287	18	0.0048318	0.032783	0.743588	126	8	-3.6301	0.74846	0.69155	0.930045	2100	0	-3.6301
Upk1a	18	0.0049087	0.033043	0.743588	127	12	-4.3063	0.85172	0.81239	0.963803	2396	0	-4.3063
Abcg4	20	0.0049124	0.033687	0.745635	128	11	-4.495	0.14103	0.15041	0.882295	395	0	-4.495
Gjb3	20	0.0049127	0.033796	0.745635	129	12	-4.2034	0.045532	0.042963	0.873617	134	0	-4.2034
Slc41a1	20	0.0049548	0.034111	0.745635	130	14	-4.4248	0.76556	0.7011	0.935214	2150	0	-4.4248
Mep1b	20	0.0049991	0.034177	0.745635	131	14	-4.2929	0.81573	0.77038	0.959277	2291	0	-4.2929
Edar	20	0.0050932	0.03495	0.745794	132	16	-4.1223	0.72899	0.66643	0.929375	2042	0	-4.1223
Amigo1	20	0.0051933	0.035487	0.745794	133	14	-4.3431	0.68814	0.61532	0.910668	1919	0	-4.3431
Pkd1	20	0.0052196	0.035688	0.745794	134	13	-4.3688	0.2525	0.2543	0.882295	720	0	-4.3688
Ecscr	20	0.0052936	0.036164	0.745794	135	12	-4.3557	0.9893	0.98286	0.995399	2820	0	-4.3557
Abcc10	20	0.0053046	0.036393	0.745794	136	12	-4.4348	0.64665	0.57499	0.90617	1795	0	-4.4348
Slc6a18	20	0.0053544	0.036619	0.745794	137	12	-4.0985	0.66246	0.58641	0.908864	1846	0	-4.0985
Tmem204	20	0.0053909	0.036827	0.745794	138	13	-4.5193	0.99606	0.99337	0.99751	2844	0	-4.5193
Plvap	20	0.0054568	0.037257	0.745794	139	13	-4.3094	0.62106	0.55482	0.90617	1725	0	-4.3094
Slc1a4	19	0.0054688	0.036734	0.745794	140	9	-3.7172	0.66943	0.5989	0.910668	1868	0	-3.7172
Mfsd12	20	0.0054716	0.037316	0.745794	141	13	-4.054	0.46193	0.40528	0.888268	1298	0	-4.054
Gldn	18	0.0054896	0.037023	0.745794	142	10	-4.2658	0.2403	0.24405	0.882295	669	0	-4.2658
Myadm	20	0.0057318	0.03954	0.762046	143	14	-4.3946	0.79967	0.74509	0.946427	2250	0	-4.3946
Cd248	20	0.0057816	0.039737	0.762046	144	15	-4.4778	0.96998	0.95784	0.992386	2753	0	-4.4778
Tarm1	19	0.0057985	0.038809	0.762046	145	15	-4.2486	0.53917	0.4889	0.90617	1501	0	-4.2486
Chrne	20	0.0058023	0.039762	0.762046	146	11	-4.0861	0.93815	0.91822	0.98619	2660	0	-4.0861
Hrh1	20	0.0058185	0.039907	0.762046	147	13	-4.2638	0.43424	0.38797	0.882295	1233	0	-4.2638
Tmem132e	19	0.0058415	0.039346	0.762046	148	8	-3.7175	0.3059	0.29105	0.882295	855	0	-3.7175
Gabrb3	18	0.0060709	0.039995	0.762046	149	14	-4.1506	0.9557	0.93993	0.992009	2702	0	-4.1506
Htr4	20	0.0060836	0.041463	0.78423	150	11	-3.936	0.73993	0.67671	0.929375	2075	0	-3.936
Olfr294	20	0.0061328	0.041709	0.78423	151	8	-3.5424	0.30865	0.29751	0.882295	869	0	-3.5424
Olfr825	14	0.0061498	0.036883	0.745794	152	8	-3.9326	0.67549	0.6147	0.910668	1888	0	-3.9326
Slc13a4	20	0.0064249	0.043558	0.787745	153	14	-4.4248	0.99928	0.99882	0.999607	2854	0	-4.4248
Ptprj	20	0.0064601	0.043794	0.787745	154	14	-4.374	0.85195	0.80808	0.963096	2399	0	-4.374
Sppl2b	20	0.0064633	0.043836	0.787745	155	9	-3.8052	0.10193	0.093562	0.879609	284	0	-3.8052
Slamf7	20	0.0065485	0.044269	0.787745	156	12	-4.4336	0.81573	0.77038	0.959277	2292	0	-4.4336
S1pr5	20	0.0065666	0.044399	0.787745	157	14	-4.457	0.73456	0.67065	0.929375	2061	0	-4.457
Slc6a16	20	0.0066053	0.044617	0.787745	158	7	-3.3622	0.40682	0.35987	0.882295	1157	0	-3.3622
Spns2	17	0.0066857	0.043271	0.787745	159	9	-3.8794	0.087333	0.080921	0.879609	255	0	-3.8794
Adra1b	20	0.0067937	0.045606	0.787745	160	11	-4.1298	0.02934	0.035296	0.873617	88	0	-4.1298
Cdh18	20	0.0068709	0.045855	0.787745	161	10	-3.743	0.22414	0.22158	0.882295	632	0	-3.743
Pkd1l2	20	0.0069056	0.046032	0.787745	162	9	-3.7423	0.9167	0.88823	0.977873	2596	0	-3.7423
Gp1bb	18	0.0070085	0.045429	0.787745	163	9	-3.8709	0.6773	0.61593	0.910668	1891	0	-3.8709
Lypd2	19	0.0070695	0.046531	0.787745	164	10	-4.2516	0.38068	0.34052	0.882295	1094	0	-4.2516
Cd177	20	0.0070832	0.047075	0.787745	165	12	-3.9394	0.61325	0.54262	0.90617	1703	0	-3.9394
Thsd7b	20	0.007124	0.047338	0.787745	166	11	-4.0498	0.77066	0.71122	0.940132	2168	0	-4.0498
Pkdrej	17	0.0071323	0.045904	0.787745	167	11	-4.4839	0.94288	0.92389	0.986842	2673	0	-4.4839
9330182L06Rik	19	0.0072342	0.047182	0.787745	168	8	-3.535	0.72791	0.66782	0.929375	2031	0	-3.535
Tnfrsf9	20	0.0072448	0.047962	0.787745	169	7	-3.6568	0.49523	0.43411	0.893868	1364	0	-3.6568
Lrp5	20	0.0073137	0.048204	0.787745	170	12	-4.1681	0.46193	0.40528	0.888268	1293	0	-4.1681
Olfr658	20	0.0073226	0.048253	0.787745	171	11	-4.011	0.73456	0.67065	0.929375	2062	0	-4.011
Treml2	20	0.0073899	0.048575	0.787745	172	12	-4.0744	0.41766	0.36762	0.882295	1187	0	-4.0744
Clcnka	20	0.0074355	0.048738	0.787745	173	14	-4.3436	0.88331	0.84682	0.971189	2488	0	-4.3436
Olfr1221	20	0.0076086	0.0496	0.787745	174	15	-4.2406	0.77066	0.71122	0.940132	2158	0	-4.2406
Htr7	20	0.0077583	0.050276	0.787745	175	7	-3.6486	0.40682	0.35987	0.882295	1150	0	-3.6486
Npffr1	20	0.0077857	0.050518	0.787745	176	15	-4.427	0.92746	0.90256	0.981547	2625	0	-4.427
Gpr55	20	0.0078023	0.050705	0.787745	177	15	-4.2678	0.17199	0.16919	0.882295	483	0	-4.2678
Pigr	20	0.0078207	0.050865	0.787745	178	15	-4.2436	0.19706	0.1972	0.882295	551	0	-4.2436
Asgr2	20	0.007951	0.051145	0.787745	179	12	-4.4468	0.38614	0.34804	0.882295	1108	0	-4.4468
Slc1a1	20	0.0079716	0.051322	0.787745	180	14	-4.3144	0.68019	0.61042	0.910668	1901	0	-4.3144
Lmbrd2	20	0.0080084	0.051537	0.787745	181	14	-4.3924	0.59308	0.53007	0.90617	1661	0	-4.3924
Tnfrsf1a	20	0.0080307	0.051554	0.787745	182	11	-4.085	0.86055	0.81891	0.965955	2418	0	-4.085
Icam2	20	0.0081142	0.051887	0.787745	183	12	-4.3052	0.8929	0.86008	0.973581	2527	0	-4.3052
Pcdha11	17	0.008116	0.050378	0.787745	184	12	-4.2833	0.024994	0.030709	0.873617	73	0	-4.2833
Entpd3	19	0.008137	0.052638	0.787745	185	15	-4.3621	0.95921	0.944	0.992009	2718	0	-4.3621
Ret	20	0.0081874	0.052302	0.787745	186	15	-4.2195	0.66246	0.58641	0.908864	1840	0	-4.2195
Nalcn	20	0.0081921	0.052327	0.787745	187	11	-3.9771	0.43424	0.38797	0.882295	1228	0	-3.9771
Gpihbp1	20	0.0082954	0.05295	0.787745	188	14	-4.324	0.99623	0.99367	0.99751	2846	0	-4.324
Cdh15	20	0.008358	0.053392	0.787745	189	15	-4.3148	0.98745	0.98055	0.995178	2815	0	-4.3148
Cd163l1	20	0.008444	0.05373	0.787745	190	12	-4.1806	0.96998	0.95784	0.992386	2756	0	-4.1806
Gabrq	20	0.0084551	0.053799	0.787745	191	10	-3.9796	0.48453	0.42352	0.891333	1343	0	-3.9796
Olfr571	20	0.0084717	0.053889	0.787745	192	8	-3.7311	0.63738	0.56966	0.90617	1778	0	-3.7311
Trpv6	19	0.0085357	0.054942	0.787745	193	11	-4.1254	0.69695	0.63674	0.922816	1941	0	-4.1254
2900092C05Rik	18	0.0086707	0.054029	0.787745	194	10	-4.3305	0.83926	0.79871	0.961935	2364	0	-4.3305
Efna1	18	0.0087333	0.054672	0.787745	195	11	-4.4153	0.97511	0.9643	0.993624	2772	0	-4.4153
Sez6	20	0.0088324	0.055576	0.787745	196	15	-4.4497	0.99928	0.99882	0.999607	2855	0	-4.4497
Eda2r	20	0.0088332	0.055623	0.787745	197	11	-4.3838	0.041069	0.042959	0.873617	119	0	-4.3838
Ptger1	20	0.0088332	0.055623	0.787745	198	14	-4.3482	0.70718	0.63959	0.922816	1974	0	-4.3482
Abcc9	20	0.0088658	0.055758	0.787745	199	12	-4.0265	0.23298	0.23434	0.882295	652	0	-4.0265
Olfr239	16	0.0088732	0.05259	0.787745	200	9	-4.0272	0.72369	0.66601	0.929375	2026	0	-4.0272
Trem1	20	0.0090508	0.056669	0.787745	201	13	-4.4426	0.72899	0.66643	0.929375	2044	0	-4.4426
Gabrr3	20	0.0090786	0.056946	0.787745	202	11	-4.2411	0.19706	0.1972	0.882295	558	0	-4.2411
Tspan13	20	0.0091034	0.057284	0.787745	203	15	-4.3386	0.31911	0.30329	0.882295	890	0	-4.3386
Sucnr1	20	0.0091549	0.057443	0.787745	204	7	-3.6048	0.22414	0.22158	0.882295	623	0	-3.6048
Aoc3	18	0.0092392	0.057149	0.787745	205	14	-4.2625	0.99984	0.99979	1.0	2857	0	-4.2625
Oprl1	20	0.0092634	0.058114	0.787745	206	11	-3.946	0.33146	0.31022	0.882295	946	0	-3.946
Gpr146	20	0.0093063	0.058315	0.787745	207	11	-4.0003	0.82702	0.78453	0.961898	2328	0	-4.0003
Itgad	20	0.0093538	0.058826	0.787745	208	9	-3.7947	0.24248	0.24525	0.882295	681	0	-3.7947
Sit1	20	0.0093921	0.059092	0.787745	209	11	-4.0188	0.76556	0.7011	0.935214	2142	0	-4.0188
Ldlr	20	0.0094014	0.059117	0.787745	210	12	-4.31	0.2525	0.2543	0.882295	702	0	-4.31
Igflr1	20	0.0094073	0.059155	0.787745	211	8	-3.3705	0.14848	0.15732	0.882295	417	0	-3.3705
Tmem63a	20	0.009433	0.059266	0.787745	212	8	-3.7242	0.16516	0.16393	0.882295	469	0	-3.7242
Lilra6	20	0.0094912	0.059422	0.787745	213	10	-3.968	0.27291	0.27495	0.882295	759	0	-3.968
Plppr4	20	0.0095589	0.059669	0.787745	214	14	-4.4229	0.92939	0.906	0.983421	2634	0	-4.4229
Pcdhga3	18	0.0095649	0.058898	0.787745	215	7	-3.6429	0.61666	0.54377	0.90617	1711	0	-3.6429
Olfr730	20	0.0095795	0.059777	0.787745	216	14	-4.335	0.82154	0.77817	0.960285	2306	0	-4.335
Anpep	20	0.0095854	0.059811	0.787745	217	10	-3.7631	0.43424	0.38797	0.882295	1231	0	-3.7631
Stt3b	20	0.0096996	0.060535	0.79	218	12	-3.9396	0.99286	0.9883	0.995964	2835	0	-3.9396
Slc9a6	20	0.0096996	0.060535	0.79	219	10	-3.9397	0.78422	0.72858	0.941902	2211	0	-3.9397
Sema4f	18	0.0099372	0.061448	0.794655	220	10	-4.1013	0.54008	0.48482	0.90617	1506	0	-4.1013
Drd3	18	0.0099372	0.061448	0.794655	221	8	-3.6268	0.70862	0.6471	0.929375	1984	0	-3.6268
Nipal2	20	0.010023	0.062565	0.801588	222	8	-3.6975	0.12345	0.12397	0.882295	354	0	-3.6975
Car14	20	0.010092	0.062941	0.801588	223	11	-4.0093	0.14848	0.15732	0.882295	420	0	-4.0093
Treh	20	0.010202	0.063496	0.801588	224	10	-3.6799	0.29851	0.29006	0.882295	844	0	-3.6799
Ptprg	20	0.010251	0.063667	0.801588	225	15	-4.2257	0.88913	0.85574	0.973581	2506	0	-4.2257
Clec2i	18	0.010276	0.063132	0.801588	226	9	-4.0307	0.037039	0.039547	0.873617	109	0	-4.0307
Slc8b1	18	0.010377	0.063302	0.801588	227	11	-4.4443	0.8995	0.86921	0.975309	2538	0	-4.4443
Rnf150	20	0.010421	0.064476	0.803218	228	9	-3.7142	0.064748	0.059995	0.879609	190	0	-3.7142
Mfsd5	20	0.01049	0.064772	0.803218	229	13	-4.052	0.41766	0.36762	0.882295	1173	0	-4.052
Chpt1	18	0.010514	0.064015	0.802436	230	9	-3.9833	0.053081	0.04976	0.879609	154	0	-3.9833
Abca7	20	0.010547	0.065252	0.803218	231	14	-4.4167	0.98745	0.98055	0.995178	2814	0	-4.4167
Sema7a	20	0.010592	0.065567	0.803218	232	15	-4.2678	0.99147	0.98617	0.995964	2826	0	-4.2678
