,sgRNA,gene,z_scored_sgRNA_lfc
324,Vienna_ABT1_3-Vienna_ABT1_6,ABT1,-9.762683617712101
325,Vienna_ABTB1_2-Vienna_ABTB1_5,ABTB1,-1.0932534936883112
326,Vienna_ABTB1_3-Vienna_ABTB1_6,ABTB1,-2.2423831160122734
327,Vienna_ABTB2_1-Vienna_ABTB2_4,ABTB2,-1.06031660322554
328,Vienna_ABTB2_2-Vienna_ABTB2_5,ABTB2,-2.472201092584997
329,Vienna_ABTB2_3-Vienna_ABTB2_6,ABTB2,-2.7508064990597556
330,Vienna_ACAA1_1-Vienna_ACAA1_4,ACAA1,-1.4627079165579755
331,Vienna_ACAA1_2-Vienna_ACAA1_5,ACAA1,-0.05860320585670574
332,Vienna_ACAA1_3-Vienna_ACAA1_6,ACAA1,-8.86931991025529
333,Vienna_ACAA2_1-Vienna_ACAA2_4,ACAA2,-3.3049802208689423
334,Vienna_ACAA2_2-Vienna_ACAA2_5,ACAA2,-1.3995573182351804
335,Vienna_ACAA2_3-Vienna_ACAA2_6,ACAA2,-0.43214180737631336
336,Vienna_ACACA_1-Vienna_ACACA_4,ACACA,-5.452100954526293
337,Vienna_ACACA_2-Vienna_ACACA_5,ACACA,-4.909482803500595
338,Vienna_ACACA_3-Vienna_ACACA_6,ACACA,-5.490411151142822
339,Vienna_ACACB_1-Vienna_ACACB_4,ACACB,-0.43587885945386434
340,Vienna_ACACB_2-Vienna_ACACB_5,ACACB,-0.8779074454133283
341,Vienna_ACACB_3-Vienna_ACACB_6,ACACB,-0.10994841247917278
342,Vienna_ACAD10_1-Vienna_ACAD10_4,ACAD10,-0.9750291178903766
343,Vienna_ACAD10_2-Vienna_ACAD10_5,ACAD10,-3.390494119603138
344,Vienna_ACAD10_3-Vienna_ACAD10_6,ACAD10,-0.7010851309853827
345,Vienna_ACAD11_1-Vienna_ACAD11_4,ACAD11,-0.685959706810106
346,Vienna_ACAD11_2-Vienna_ACAD11_5,ACAD11,-2.297103890242781
347,Vienna_ACAD11_3-Vienna_ACAD11_6,ACAD11,-0.8740685458976322
348,Vienna_ACAD8_1-Vienna_ACAD8_4,ACAD8,-1.0800838684010678
349,Vienna_ACAD8_2-Vienna_ACAD8_5,ACAD8,-0.9759993927222573
350,Vienna_ACAD8_3-Vienna_ACAD8_6,ACAD8,0.1245646795025333
351,Vienna_ACAD9_1-Vienna_ACAD9_4,ACAD9,-9.11832934907802
352,Vienna_ACAD9_2-Vienna_ACAD9_5,ACAD9,-8.682528090117502
353,Vienna_ACAD9_3-Vienna_ACAD9_6,ACAD9,-8.543468004059957
354,Vienna_ACADL_2-Vienna_ACADL_5,ACADL,-1.519117957573929
355,Vienna_ACADL_3-Vienna_ACADL_6,ACADL,-2.2418408265474667
356,Vienna_ACADM_1-Vienna_ACADM_4,ACADM,-2.1569713695792423
357,Vienna_ACADM_2-Vienna_ACADM_5,ACADM,-2.1454597222673017
358,Vienna_ACADM_3-Vienna_ACADM_6,ACADM,-0.620575301719003
359,Vienna_ACADS_1-Vienna_ACADS_4,ACADS,0.0021338353196641317
360,Vienna_ACADS_2-Vienna_ACADS_5,ACADS,-2.0003901522108305
361,Vienna_ACADS_3-Vienna_ACADS_6,ACADS,0.2033482025545535
362,Vienna_ACADSB_1-Vienna_ACADSB_4,ACADSB,-3.022347322945011
363,Vienna_ACADSB_2-Vienna_ACADSB_5,ACADSB,-0.2584223139629469
364,Vienna_ACADSB_3-Vienna_ACADSB_6,ACADSB,-2.7927547056482873
365,Vienna_ACADVL_1-Vienna_ACADVL_4,ACADVL,-1.5171814007669486
366,Vienna_ACADVL_2-Vienna_ACADVL_5,ACADVL,-2.6103069021807994
367,Vienna_ACADVL_3-Vienna_ACADVL_6,ACADVL,-1.8090729121475175
368,Vienna_ACAN_1-Vienna_ACAN_4,ACAN,-0.9256506342994134
369,Vienna_ACAN_2-Vienna_ACAN_5,ACAN,0.5077420080577386
370,Vienna_ACAN_3-Vienna_ACAN_6,ACAN,-2.252162858580013
371,Vienna_ACAP1_1-Vienna_ACAP1_4,ACAP1,-1.7546415314449675
372,Vienna_ACAP1_2-Vienna_ACAP1_5,ACAP1,-1.4601387786555202
373,Vienna_ACAP1_3-Vienna_ACAP1_6,ACAP1,-4.391610891013795
374,Vienna_ACAP2_1-Vienna_ACAP2_4,ACAP2,-0.39274488287655224
375,Vienna_ACAP2_2-Vienna_ACAP2_5,ACAP2,-0.8864461456873169
376,Vienna_ACAP2_3-Vienna_ACAP2_6,ACAP2,-0.11389989137604857
377,Vienna_ACAP3_1-Vienna_ACAP3_4,ACAP3,-1.3570360817431888
378,Vienna_ACAP3_2-Vienna_ACAP3_5,ACAP3,-0.5098686691293555
379,Vienna_ACAP3_3-Vienna_ACAP3_6,ACAP3,-0.031314168296250854
380,Vienna_ACAT1_1-Vienna_ACAT1_4,ACAT1,-2.109807484966845
381,Vienna_ACAT1_2-Vienna_ACAT1_5,ACAT1,-1.102400052499592
382,Vienna_ACAT1_3-Vienna_ACAT1_6,ACAT1,-0.9402256706350745
383,Vienna_ACAT2_1-Vienna_ACAT2_4,ACAT2,0.3258855216000088
384,Vienna_ACAT2_2-Vienna_ACAT2_5,ACAT2,-1.034388054549335
385,Vienna_ACAT2_3-Vienna_ACAT2_6,ACAT2,-0.5919020353935526
386,Vienna_ACBD3_1-Vienna_ACBD3_4,ACBD3,-1.7448559579086356
387,Vienna_ACBD3_2-Vienna_ACBD3_5,ACBD3,-2.0551573283471285
388,Vienna_ACBD3_3-Vienna_ACBD3_6,ACBD3,-1.4867119108061084
389,Vienna_ACBD4_1-Vienna_ACBD4_4,ACBD4,-0.7190864686633899
390,Vienna_ACBD4_2-Vienna_ACBD4_5,ACBD4,-4.732490684637864
391,Vienna_ACBD4_3-Vienna_ACBD4_6,ACBD4,-2.2404777129220514
392,Vienna_ACBD5_1-Vienna_ACBD5_4,ACBD5,-5.396001040405645
393,Vienna_ACBD5_2-Vienna_ACBD5_5,ACBD5,-1.8596548245597495
394,Vienna_ACBD5_3-Vienna_ACBD5_6,ACBD5,-6.567153280039953
395,Vienna_ACBD6_1-Vienna_ACBD6_4,ACBD6,-5.138159196233815
396,Vienna_ACBD6_2-Vienna_ACBD6_5,ACBD6,-5.191043508349123
397,Vienna_ACBD6_3-Vienna_ACBD6_6,ACBD6,-2.4649306465676593
398,Vienna_ACBD7_1-Vienna_ACBD7_4,ACBD7,-0.44334663801907803
399,Vienna_ACBD7_2-Vienna_ACBD7_5,ACBD7,1.2191564074129484
400,Vienna_ACBD7_3-Vienna_ACBD7_6,ACBD7,-2.1512798151672445
401,Vienna_ACCS_1-Vienna_ACCS_4,ACCS,-0.1708362260077151
402,Vienna_ACCS_2-Vienna_ACCS_5,ACCS,-1.8870152637345254
403,Vienna_ACCS_3-Vienna_ACCS_6,ACCS,-1.350927885711359
404,Vienna_ACCSL_1-Vienna_ACCSL_4,ACCSL,-2.3885070964082113
405,Vienna_ACCSL_2-Vienna_ACCSL_5,ACCSL,-2.2078662338839914
406,Vienna_ACCSL_3-Vienna_ACCSL_6,ACCSL,-1.7014593228095607
407,Vienna_ACD_1-Vienna_ACD_4,ACD,-6.388231279444936
408,Vienna_ACD_2-Vienna_ACD_5,ACD,-9.105854835936688
409,Vienna_ACD_3-Vienna_ACD_6,ACD,-9.8142814715899
410,Vienna_ACE_1-Vienna_ACE_4,ACE,-1.750591266133828
411,Vienna_ACE_2-Vienna_ACE_5,ACE,-1.5281737127976551
412,Vienna_ACE_3-Vienna_ACE_6,ACE,-2.174229531779142
413,Vienna_ACE2_1-Vienna_ACE2_4,ACE2,-8.479772900030559
414,Vienna_ACE2_2-Vienna_ACE2_5,ACE2,-1.5629244163342755
415,Vienna_ACE2_3-Vienna_ACE2_6,ACE2,-1.455087501335999
416,Vienna_ACER1_1-Vienna_ACER1_4,ACER1,-1.915652817211058
417,Vienna_ACER1_2-Vienna_ACER1_5,ACER1,-0.7133206705301298
418,Vienna_ACER1_3-Vienna_ACER1_6,ACER1,0.14656427336282346
419,Vienna_ACER2_1-Vienna_ACER2_4,ACER2,-1.929330586586399
420,Vienna_ACER2_2-Vienna_ACER2_5,ACER2,-1.8146312260468256
421,Vienna_ACER2_3-Vienna_ACER2_6,ACER2,-1.2104516572163957
422,Vienna_ACER3_1-Vienna_ACER3_4,ACER3,-1.4049975070711247
423,Vienna_ACER3_2-Vienna_ACER3_5,ACER3,-1.866061042722345
424,Vienna_ACER3_3-Vienna_ACER3_6,ACER3,-2.0551013099057784
425,Vienna_ACHE_1-Vienna_ACHE_4,ACHE,0.42552084681878144
426,Vienna_ACHE_2-Vienna_ACHE_5,ACHE,-2.1228890935731246
427,Vienna_ACHE_3-Vienna_ACHE_6,ACHE,-2.9057233214129017
428,Vienna_ACIN1_1-Vienna_ACIN1_4,ACIN1,-6.473532207237516
429,Vienna_ACIN1_2-Vienna_ACIN1_5,ACIN1,-3.9996532720061544
430,Vienna_ACIN1_3-Vienna_ACIN1_6,ACIN1,-5.047925825316744
431,Vienna_ACKR1_1-Vienna_ACKR1_4,ACKR1,-2.991388525929235
432,Vienna_ACKR1_2-Vienna_ACKR1_5,ACKR1,0.07876470728433153
433,Vienna_ACKR1_3-Vienna_ACKR1_6,ACKR1,-1.8074070032153409
434,Vienna_ACKR2_1-Vienna_ACKR2_4,ACKR2,-2.295688466888693
435,Vienna_ACKR2_2-Vienna_ACKR2_5,ACKR2,-1.1340475123387384
436,Vienna_ACKR2_3-Vienna_ACKR2_6,ACKR2,-1.713172738155687
437,Vienna_ACKR3_1-Vienna_ACKR3_4,ACKR3,-1.4724976626592914
438,Vienna_ACKR3_2-Vienna_ACKR3_5,ACKR3,-2.6372944477727893
439,Vienna_ACKR3_3-Vienna_ACKR3_6,ACKR3,-1.6624686697005953
440,Vienna_ACKR4_1-Vienna_ACKR4_4,ACKR4,-0.7411268727857637
441,Vienna_ACKR4_2-Vienna_ACKR4_5,ACKR4,-3.779480295515988
442,Vienna_ACKR4_3-Vienna_ACKR4_6,ACKR4,-4.563975017068904
443,Vienna_ACLY_1-Vienna_ACLY_4,ACLY,-6.5342343438632815
444,Vienna_ACLY_2-Vienna_ACLY_5,ACLY,-7.221149381877695
445,Vienna_ACLY_3-Vienna_ACLY_6,ACLY,-7.274021597430794
446,Vienna_ACMSD_1-Vienna_ACMSD_4,ACMSD,-1.428105833458374
447,Vienna_ACMSD_2-Vienna_ACMSD_5,ACMSD,-2.338868117715308
448,Vienna_ACMSD_3-Vienna_ACMSD_6,ACMSD,-1.4620325080799974
449,Vienna_ACO1_1-Vienna_ACO1_4,ACO1,-1.9229500579607555
450,Vienna_ACO1_2-Vienna_ACO1_5,ACO1,-2.102131569280833
451,Vienna_ACO1_3-Vienna_ACO1_6,ACO1,-3.4776165736995654
452,Vienna_ACO2_1-Vienna_ACO2_4,ACO2,-4.584303084875845
453,Vienna_ACO2_2-Vienna_ACO2_5,ACO2,-5.663368633287698
454,Vienna_ACO2_3-Vienna_ACO2_6,ACO2,-1.5304039666870504
455,Vienna_ACOT1_1-Vienna_ACOT1_4,ACOT1,-2.5461130511437164
456,Vienna_ACOT1_2-Vienna_ACOT1_5,ACOT1,-2.4483686089355516
457,Vienna_ACOT1_3-Vienna_ACOT1_6,ACOT1,-1.22732808352961
458,Vienna_ACOT11_1-Vienna_ACOT11_4,ACOT11,-0.8807618277931502
459,Vienna_ACOT11_2-Vienna_ACOT11_5,ACOT11,-0.23517681337541618
460,Vienna_ACOT11_3-Vienna_ACOT11_6,ACOT11,-2.1690501741694517
461,Vienna_ACOT12_1-Vienna_ACOT12_4,ACOT12,-2.052534339669281
462,Vienna_ACOT12_2-Vienna_ACOT12_5,ACOT12,-1.3479582553108465
463,Vienna_ACOT12_3-Vienna_ACOT12_6,ACOT12,-2.4785387239846575
464,Vienna_ACOT13_1-Vienna_ACOT13_4,ACOT13,-2.6001743357836147
465,Vienna_ACOT13_2-Vienna_ACOT13_5,ACOT13,-1.9015288928935903
466,Vienna_ACOT13_3-Vienna_ACOT13_6,ACOT13,-0.4984264745654549
467,Vienna_ACOT2_1-Vienna_ACOT2_4,ACOT2,-0.7455409134377804
468,Vienna_ACOT2_2-Vienna_ACOT2_5,ACOT2,-2.306077272693749
469,Vienna_ACOT2_3-Vienna_ACOT2_6,ACOT2,-2.360699206628248
470,Vienna_ACOT4_1-Vienna_ACOT4_4,ACOT4,-2.0528348919114148
471,Vienna_ACOT4_2-Vienna_ACOT4_5,ACOT4,-2.3415702077699487
472,Vienna_ACOT4_3-Vienna_ACOT4_6,ACOT4,-1.441699254328205
473,Vienna_ACOT6_1-Vienna_ACOT6_4,ACOT6,-0.9153748484285408
474,Vienna_ACOT6_2-Vienna_ACOT6_5,ACOT6,-0.6344191538203555
475,Vienna_ACOT6_3-Vienna_ACOT6_6,ACOT6,-0.8296454278087698
476,Vienna_ACOT7_1-Vienna_ACOT7_4,ACOT7,-1.0017478240207423
477,Vienna_ACOT7_2-Vienna_ACOT7_5,ACOT7,-0.4945384634878941
478,Vienna_ACOT7_3-Vienna_ACOT7_6,ACOT7,-2.813314988016475
479,Vienna_ACOT8_1-Vienna_ACOT8_4,ACOT8,0.11696364827416426
480,Vienna_ACOT8_2-Vienna_ACOT8_5,ACOT8,-2.610256881028229
481,Vienna_ACOT8_3-Vienna_ACOT8_6,ACOT8,-0.8669137645599552
482,Vienna_ACOT9_1-Vienna_ACOT9_4,ACOT9,-2.3845398366871504
483,Vienna_ACOT9_2-Vienna_ACOT9_5,ACOT9,-0.03418592700165757
484,Vienna_ACOT9_3-Vienna_ACOT9_6,ACOT9,-0.28845828506137466
485,Vienna_ACOX1_1-Vienna_ACOX1_4,ACOX1,-8.387197667509017
486,Vienna_ACOX1_2-Vienna_ACOX1_5,ACOX1,-7.695544247530885
487,Vienna_ACOX1_3-Vienna_ACOX1_6,ACOX1,-7.000466754359716
488,Vienna_ACOX2_1-Vienna_ACOX2_4,ACOX2,-1.6168659748188696
489,Vienna_ACOX2_2-Vienna_ACOX2_5,ACOX2,-2.8827625533323444
490,Vienna_ACOX2_3-Vienna_ACOX2_6,ACOX2,-6.869032186567178
491,Vienna_ACOX3_1-Vienna_ACOX3_4,ACOX3,-0.8934223992262569
492,Vienna_ACOX3_2-Vienna_ACOX3_5,ACOX3,-3.259288735246778
493,Vienna_ACOX3_3-Vienna_ACOX3_6,ACOX3,0.4933996771337564
494,Vienna_ACOXL_1-Vienna_ACOXL_4,ACOXL,-1.2040231276173272
495,Vienna_ACOXL_2-Vienna_ACOXL_5,ACOXL,-2.3560921022300785
496,Vienna_ACOXL_3-Vienna_ACOXL_6,ACOXL,-2.141404026312456
497,Vienna_ACP1_1-Vienna_ACP1_4,ACP1,0.016930489948880294
498,Vienna_ACP1_2-Vienna_ACP1_5,ACP1,-0.8539081020734521
499,Vienna_ACP1_3-Vienna_ACP1_6,ACP1,-1.214401103443278
500,Vienna_ACP2_1-Vienna_ACP2_4,ACP2,-1.3919574102627057
501,Vienna_ACP2_2-Vienna_ACP2_5,ACP2,-0.6538984384225097
502,Vienna_ACP2_3-Vienna_ACP2_6,ACP2,-0.14866826151157167
503,Vienna_ACP5_1-Vienna_ACP5_4,ACP5,-0.9902495240859831
504,Vienna_ACP5_2-Vienna_ACP5_5,ACP5,-1.396423204881172
505,Vienna_ACP5_3-Vienna_ACP5_6,ACP5,-2.39135130802954
506,Vienna_ACP6_1-Vienna_ACP6_4,ACP6,-2.0063377758856804
507,Vienna_ACP6_2-Vienna_ACP6_5,ACP6,-0.7065853869626889
508,Vienna_ACP6_3-Vienna_ACP6_6,ACP6,-4.090008308980081
509,Vienna_ACP7_1-Vienna_ACP7_4,ACP7,-2.6395044368125045
510,Vienna_ACP7_2-Vienna_ACP7_5,ACP7,-2.6366266766929014
511,Vienna_ACP7_3-Vienna_ACP7_6,ACP7,-0.3971914748913284
512,Vienna_ACPP_1-Vienna_ACPP_4,ACPP,-0.880876094705854
513,Vienna_ACPP_2-Vienna_ACPP_5,ACPP,-1.3417142642058848
514,Vienna_ACPP_3-Vienna_ACPP_6,ACPP,-1.5988085347043524
515,Vienna_ACPT_1-Vienna_ACPT_4,ACPT,-1.2334876623241484
516,Vienna_ACPT_2-Vienna_ACPT_5,ACPT,-1.6361695609728344
517,Vienna_ACPT_3-Vienna_ACPT_6,ACPT,0.5001146299817942
518,Vienna_ACR_1-Vienna_ACR_4,ACR,-0.6883825251054209
519,Vienna_ACR_2-Vienna_ACR_5,ACR,-1.0239559935614844
520,Vienna_ACR_3-Vienna_ACR_6,ACR,-1.7269568485465252
521,Vienna_ACRBP_1-Vienna_ACRBP_4,ACRBP,-1.8633834679913923
522,Vienna_ACRBP_2-Vienna_ACRBP_5,ACRBP,-7.912298889005035
523,Vienna_ACRBP_3-Vienna_ACRBP_6,ACRBP,-0.6453606447723469
524,Vienna_ACRC_1-Vienna_ACRC_4,ACRC,-1.165433883828631
525,Vienna_ACRC_2-Vienna_ACRC_5,ACRC,-1.2503086006663455
526,Vienna_ACRC_3-Vienna_ACRC_6,ACRC,-1.6689208334919832
527,Vienna_ACRV1_1-Vienna_ACRV1_4,ACRV1,-0.6283756130806574
528,Vienna_ACRV1_2-Vienna_ACRV1_5,ACRV1,-0.8021280094042338
529,Vienna_ACRV1_3-Vienna_ACRV1_6,ACRV1,-4.381366859936776
530,Vienna_ACSBG1_1-Vienna_ACSBG1_4,ACSBG1,-0.9213403747659813
531,Vienna_ACSBG1_2-Vienna_ACSBG1_5,ACSBG1,-3.099090738747181
532,Vienna_ACSBG1_3-Vienna_ACSBG1_6,ACSBG1,-0.14683107595274206
533,Vienna_ACSBG2_1-Vienna_ACSBG2_4,ACSBG2,0.03784338446021853
534,Vienna_ACSBG2_2-Vienna_ACSBG2_5,ACSBG2,-1.022148311570279
535,Vienna_ACSBG2_3-Vienna_ACSBG2_6,ACSBG2,-1.3720819782536244
536,Vienna_ACSF2_1-Vienna_ACSF2_4,ACSF2,-7.315984687274404
537,Vienna_ACSF2_2-Vienna_ACSF2_5,ACSF2,-2.8119530551547656
538,Vienna_ACSF2_3-Vienna_ACSF2_6,ACSF2,-2.8671665780647664
539,Vienna_ACSF3_1-Vienna_ACSF3_4,ACSF3,-2.949127298655641
540,Vienna_ACSF3_2-Vienna_ACSF3_5,ACSF3,0.12684123895800628
541,Vienna_ACSF3_3-Vienna_ACSF3_6,ACSF3,-2.1081791584489125
542,Vienna_ACSL1_1-Vienna_ACSL1_4,ACSL1,-0.6341262389807711
543,Vienna_ACSL1_2-Vienna_ACSL1_5,ACSL1,-0.21579895967679572
544,Vienna_ACSL1_3-Vienna_ACSL1_6,ACSL1,-0.17406898363960774
545,Vienna_ACSL3_1-Vienna_ACSL3_4,ACSL3,-4.7514561071805685
546,Vienna_ACSL3_2-Vienna_ACSL3_5,ACSL3,-5.198972676793534
547,Vienna_ACSL3_3-Vienna_ACSL3_6,ACSL3,-4.552144457829385
548,Vienna_ACSL4_1-Vienna_ACSL4_4,ACSL4,-5.0978482380459065
549,Vienna_ACSL4_2-Vienna_ACSL4_5,ACSL4,-6.114356610084203
550,Vienna_ACSL4_3-Vienna_ACSL4_6,ACSL4,-4.241464732352983
551,Vienna_ACSL5_1-Vienna_ACSL5_4,ACSL5,-0.9435660611337175
552,Vienna_ACSL5_3-Vienna_ACSL5_6,ACSL5,-0.276601859924106
553,Vienna_ACSL6_1-Vienna_ACSL6_4,ACSL6,-2.583988967302397
554,Vienna_ACSL6_2-Vienna_ACSL6_5,ACSL6,-0.7003166422484235
555,Vienna_ACSL6_3-Vienna_ACSL6_6,ACSL6,-2.3738270032458515
556,Vienna_ACSM1_1-Vienna_ACSM1_4,ACSM1,-0.9507077785610916
557,Vienna_ACSM1_2-Vienna_ACSM1_5,ACSM1,-3.0444258954333727
558,Vienna_ACSM1_3-Vienna_ACSM1_6,ACSM1,-5.096278352566493
559,Vienna_ACSM2A_1-Vienna_ACSM2A_4,ACSM2A,-1.0670838413274746
560,Vienna_ACSM2A_2-Vienna_ACSM2A_5,ACSM2A,-0.8723817151946055
561,Vienna_ACSM2A_3-Vienna_ACSM2A_6,ACSM2A,-2.324498002961309
562,Vienna_ACSM2B_1-Vienna_ACSM2B_4,ACSM2B,-2.952104699453856
563,Vienna_ACSM2B_2-Vienna_ACSM2B_5,ACSM2B,-3.078551392398131
564,Vienna_ACSM2B_3-Vienna_ACSM2B_6,ACSM2B,-7.709615812581
565,Vienna_ACSM3_1-Vienna_ACSM3_4,ACSM3,-4.219905460368972
566,Vienna_ACSM3_2-Vienna_ACSM3_5,ACSM3,-1.0997743863953309
567,Vienna_ACSM3_3-Vienna_ACSM3_6,ACSM3,-0.8126762190231779
568,Vienna_ACSM4_1-Vienna_ACSM4_4,ACSM4,0.11462284202526099
569,Vienna_ACSM4_2-Vienna_ACSM4_5,ACSM4,-3.4956170623072618
570,Vienna_ACSM4_3-Vienna_ACSM4_6,ACSM4,-1.6549830852771243
571,Vienna_ACSM5_1-Vienna_ACSM5_4,ACSM5,-4.3033979700066025
572,Vienna_ACSM5_2-Vienna_ACSM5_5,ACSM5,-1.324715603695775
573,Vienna_ACSM5_3-Vienna_ACSM5_6,ACSM5,-1.127789050770471
574,Vienna_ACSM6_1-Vienna_ACSM6_4,ACSM6,-1.7552590923519977
575,Vienna_ACSM6_2-Vienna_ACSM6_5,ACSM6,-0.25730977721211024
576,Vienna_ACSM6_3-Vienna_ACSM6_6,ACSM6,-0.957181469932107
577,Vienna_ACSS1_1-Vienna_ACSS1_4,ACSS1,-1.988312370553475
578,Vienna_ACSS1_2-Vienna_ACSS1_5,ACSS1,-0.7289314785167809
579,Vienna_ACSS1_3-Vienna_ACSS1_6,ACSS1,-1.9918603706063285
580,Vienna_ACSS2_1-Vienna_ACSS2_4,ACSS2,-2.7938674203192493
581,Vienna_ACSS2_2-Vienna_ACSS2_5,ACSS2,-1.395131064739512
582,Vienna_ACSS2_3-Vienna_ACSS2_6,ACSS2,-0.379062628407308
583,Vienna_ACSS3_1-Vienna_ACSS3_4,ACSS3,-6.117756252950532
584,Vienna_ACSS3_2-Vienna_ACSS3_5,ACSS3,-0.5809248377209965
585,Vienna_ACSS3_3-Vienna_ACSS3_6,ACSS3,-2.4086979810752243
586,Vienna_ACTA1_1-Vienna_ACTA1_4,ACTA1,-4.78280832881091
587,Vienna_ACTA1_2-Vienna_ACTA1_5,ACTA1,-1.6101537666683943
588,Vienna_ACTA1_3-Vienna_ACTA1_6,ACTA1,-1.5666966320707056
589,Vienna_ACTA2_1-Vienna_ACTA2_4,ACTA2,-0.9999966906627609
590,Vienna_ACTA2_2-Vienna_ACTA2_5,ACTA2,-1.525895543046981
591,Vienna_ACTA2_3-Vienna_ACTA2_6,ACTA2,-1.8202377239186533
592,Vienna_ACTB_1-Vienna_ACTB_4,ACTB,-8.479772900030559
593,Vienna_ACTB_2-Vienna_ACTB_5,ACTB,-8.99053228628957
594,Vienna_ACTBL2_1-Vienna_ACTBL2_4,ACTBL2,-2.031695879055514
595,Vienna_ACTBL2_2-Vienna_ACTBL2_5,ACTBL2,-1.8270188807329768
596,Vienna_ACTBL2_3-Vienna_ACTBL2_6,ACTBL2,-1.1370679747039956
597,Vienna_ACTC1_1-Vienna_ACTC1_4,ACTC1,-0.12571799575619388
598,Vienna_ACTC1_2-Vienna_ACTC1_5,ACTC1,0.6176182442469766
599,Vienna_ACTC1_3-Vienna_ACTC1_6,ACTC1,0.732954307289734
600,Vienna_ACTG1_1-Vienna_ACTG1_4,ACTG1,-3.1931084085428423
601,Vienna_ACTG1_2-Vienna_ACTG1_5,ACTG1,-6.258880938956485
602,Vienna_ACTG1_3-Vienna_ACTG1_6,ACTG1,-4.179311394868808
603,Vienna_ACTG2_1-Vienna_ACTG2_4,ACTG2,0.1654635205813187
604,Vienna_ACTG2_2-Vienna_ACTG2_5,ACTG2,-2.6907125317792007
605,Vienna_ACTG2_3-Vienna_ACTG2_6,ACTG2,-1.110587813309162
606,Vienna_ACTL10_1-Vienna_ACTL10_4,ACTL10,-4.1916566497345356
607,Vienna_ACTL10_2-Vienna_ACTL10_5,ACTL10,-2.1702608141731967
608,Vienna_ACTL10_3-Vienna_ACTL10_6,ACTL10,-1.417603311250864
609,Vienna_ACTL6A_1-Vienna_ACTL6A_4,ACTL6A,-7.078528272300965
610,Vienna_ACTL6A_2-Vienna_ACTL6A_5,ACTL6A,-9.003626075093733
611,Vienna_ACTL6A_3-Vienna_ACTL6A_6,ACTL6A,-7.179196933810049
612,Vienna_ACTL6B_1-Vienna_ACTL6B_4,ACTL6B,-0.07150909750455788
613,Vienna_ACTL6B_2-Vienna_ACTL6B_5,ACTL6B,-1.0350080256533818
614,Vienna_ACTL6B_3-Vienna_ACTL6B_6,ACTL6B,-1.6411183994249716
615,Vienna_ACTL7A_1-Vienna_ACTL7A_4,ACTL7A,-2.7564622101525567
616,Vienna_ACTL7A_2-Vienna_ACTL7A_5,ACTL7A,-2.6976906735683537
617,Vienna_ACTL7A_3-Vienna_ACTL7A_6,ACTL7A,-0.81491041832346
618,Vienna_ACTL7B_1-Vienna_ACTL7B_4,ACTL7B,-0.9698899784314985
619,Vienna_ACTL7B_2-Vienna_ACTL7B_5,ACTL7B,-0.8196057172629528
620,Vienna_ACTL7B_3-Vienna_ACTL7B_6,ACTL7B,-0.3355685787316329
621,Vienna_ACTL8_1-Vienna_ACTL8_4,ACTL8,-3.477288334665671
622,Vienna_ACTL8_2-Vienna_ACTL8_5,ACTL8,-0.6349833932302473
623,Vienna_ACTL8_3-Vienna_ACTL8_6,ACTL8,-0.9300633316921469
624,Vienna_ACTL9_1-Vienna_ACTL9_4,ACTL9,-1.9595011085452798
625,Vienna_ACTL9_2-Vienna_ACTL9_5,ACTL9,-1.3096254594618875
626,Vienna_ACTL9_3-Vienna_ACTL9_6,ACTL9,-0.5348379941221212
627,Vienna_ACTN1_1-Vienna_ACTN1_4,ACTN1,-2.6714438052437384
628,Vienna_ACTN1_2-Vienna_ACTN1_5,ACTN1,-2.309059985573816
629,Vienna_ACTN1_3-Vienna_ACTN1_6,ACTN1,-3.803787082126135
630,Vienna_ACTN2_1-Vienna_ACTN2_4,ACTN2,-1.380730871405546
631,Vienna_ACTN2_2-Vienna_ACTN2_5,ACTN2,-2.25998443677398
632,Vienna_ACTN2_3-Vienna_ACTN2_6,ACTN2,-1.078926458026889
633,Vienna_ACTN3_1-Vienna_ACTN3_4,ACTN3,-3.6667503852662344
634,Vienna_ACTN3_2-Vienna_ACTN3_5,ACTN3,-0.43903508218374176
635,Vienna_ACTN3_3-Vienna_ACTN3_6,ACTN3,-2.018571642239113
636,Vienna_ACTN4_1-Vienna_ACTN4_4,ACTN4,-2.0139051655104954
637,Vienna_ACTN4_2-Vienna_ACTN4_5,ACTN4,0.3964722284641636
638,Vienna_ACTN4_3-Vienna_ACTN4_6,ACTN4,-3.0326771950180014
639,Vienna_ACTR10_1-Vienna_ACTR10_4,ACTR10,-5.8569762864809904
640,Vienna_ACTR10_2-Vienna_ACTR10_5,ACTR10,-7.5798906597969244
641,Vienna_ACTR1A_1-Vienna_ACTR1A_4,ACTR1A,-3.8663751871646115
642,Vienna_ACTR1A_2-Vienna_ACTR1A_5,ACTR1A,-3.372616492937269
643,Vienna_ACTR1A_3-Vienna_ACTR1A_6,ACTR1A,-0.334491428696595
644,Vienna_ACTR1B_1-Vienna_ACTR1B_4,ACTR1B,-2.51641436722512
645,Vienna_ACTR1B_2-Vienna_ACTR1B_5,ACTR1B,-1.6241637111376306
646,Vienna_ACTR1B_3-Vienna_ACTR1B_6,ACTR1B,-0.437876038909108
647,Vienna_ACTR2_1-Vienna_ACTR2_4,ACTR2,-5.078695314094891
