sgRNA	gene	vienna_v1_single_top3	TECHDEV0012_Vienna_01_01_17	TECHDEV0012_Vienna_01_01_16
Vienna-NLRP12-2	NLRP12	84	388	237
Vienna-NLRP12-3	NLRP12	76	91	22
Vienna-NLRP13-1	NLRP13	117	485	387
Vienna-NLRP13-2	NLRP13	26	46	85
Vienna-NLRP13-3	NLRP13	47	268	105
Vienna-NLRP14-1	NLRP14	67	363	430
Vienna-NLRP14-2	NLRP14	63	597	424
Vienna-NLRP14-3	NLRP14	86	851	521
Vienna-NLRP2-1	NLRP2	36	233	267
Vienna-NLRP2-2	NLRP2	80	96	61
Vienna-NLRP2-3	NLRP2	124	829	955
Vienna-NLRP3-1	NLRP3	0	0	0
Vienna-NLRP3-2	NLRP3	100	741	592
Vienna-NLRP3-3	NLRP3	81	438	289
Vienna-NLRP4-1	NLRP4	83	440	365
Vienna-NLRP4-2	NLRP4	60	155	113
Vienna-NLRP4-3	NLRP4	43	320	130
Vienna-NLRP5-1	NLRP5	82	703	472
Vienna-NLRP5-2	NLRP5	104	436	353
Vienna-NLRP5-3	NLRP5	68	236	171
Vienna-NLRP6-1	NLRP6	75	444	290
Vienna-NLRP6-2	NLRP6	97	552	663
Vienna-NLRP6-3	NLRP6	145	191	213
Vienna-NLRP7-1	NLRP7	68	664	671
Vienna-NLRP7-2	NLRP7	98	513	627
Vienna-NLRP7-3	NLRP7	86	677	405
Vienna-NLRP8-1	NLRP8	31	521	414
Vienna-NLRP8-2	NLRP8	79	687	541
Vienna-NLRP8-3	NLRP8	93	996	883
Vienna-NLRP9-1	NLRP9	12	5	60
Vienna-NLRP9-2	NLRP9	120	641	609
Vienna-NLRP9-3	NLRP9	83	1418	486
Vienna-NLRX1-1	NLRX1	94	444	563
Vienna-NLRX1-2	NLRX1	77	701	901
Vienna-NLRX1-3	NLRX1	100	369	339
Vienna-NMB-1	NMB	60	1028	387
Vienna-NMB-2	NMB	83	742	1133
Vienna-NMB-3	NMB	207	2437	2254
Vienna-NMBR-1	NMBR	109	828	482
Vienna-NMBR-2	NMBR	48	187	123
Vienna-NMBR-3	NMBR	102	317	456
Vienna-NMD3-1	NMD3	55	25	9
Vienna-NMD3-2	NMD3	82	24	41
Vienna-NMD3-3	NMD3	56	51	57
Vienna-NME1-1	NME1	85	444	358
Vienna-NME1-2	NME1	85	333	237
Vienna-NME1-3	NME1	41	345	267
Vienna-NME1-NME2-1	NME1-NME2	56	172	296
Vienna-NME1-NME2-2	NME1-NME2	115	384	278
Vienna-NME1-NME2-3	NME1-NME2	72	311	417
Vienna-NME2-1	NME2	172	281	287
Vienna-NME2-2	NME2	64	98	85
Vienna-NME2-3	NME2	109	691	638
Vienna-NME3-1	NME3	106	139	627
Vienna-NME3-2	NME3	92	159	232
Vienna-NME3-3	NME3	105	758	770
Vienna-NME4-1	NME4	46	169	146
Vienna-NME4-2	NME4	125	129	139
Vienna-NME4-3	NME4	90	437	437
Vienna-NME5-1	NME5	37	53	62
Vienna-NME5-2	NME5	72	274	93
Vienna-NME5-3	NME5	33	124	157
Vienna-NME6-1	NME6	118	9	8
Vienna-NME6-2	NME6	100	8	39
Vienna-NME6-3	NME6	174	321	373
Vienna-NME7-1	NME7	76	789	466
Vienna-NME7-2	NME7	115	1639	1723
Vienna-NME7-3	NME7	5	89	92
Vienna-NME8-1	NME8	78	380	311
Vienna-NME8-2	NME8	19	150	118
Vienna-NME8-3	NME8	102	380	246
Vienna-NME9-1	NME9	62	467	200
Vienna-NME9-2	NME9	132	1098	546
Vienna-NME9-3	NME9	98	533	399
Vienna-NMI-1	NMI	61	332	318
Vienna-NMI-2	NMI	74	380	612
Vienna-NMI-3	NMI	58	645	400
Vienna-NMNAT1-1	NMNAT1	40	176	221
Vienna-NMNAT1-2	NMNAT1	37	388	207
Vienna-NMNAT1-3	NMNAT1	45	243	321
Vienna-NMNAT2-1	NMNAT2	61	199	184
Vienna-NMNAT2-2	NMNAT2	118	574	493
Vienna-NMNAT2-3	NMNAT2	47	128	132
Vienna-NMNAT3-1	NMNAT3	107	1093	582
Vienna-NMNAT3-2	NMNAT3	79	541	476
Vienna-NMNAT3-3	NMNAT3	77	558	318
Vienna-NMRAL1-1	NMRAL1	42	100	216
Vienna-NMRAL1-2	NMRAL1	62	161	136
Vienna-NMRAL1-3	NMRAL1	59	434	119
Vienna-NMRK1-1	NMRK1	70	794	723
Vienna-NMRK1-2	NMRK1	75	451	357
Vienna-NMRK1-3	NMRK1	52	651	582
Vienna-NMRK2-1	NMRK2	69	0	4
Vienna-NMRK2-2	NMRK2	109	766	637
Vienna-NMRK2-3	NMRK2	71	683	614
Vienna-NMS-1	NMS	93	738	425
Vienna-NMS-2	NMS	78	275	273
Vienna-NMS-3	NMS	48	329	232
Vienna-NMT1-1	NMT1	81	31	0
Vienna-NMT1-2	NMT1	144	57	31
Vienna-NMT1-3	NMT1	63	1	0
Vienna-NMT2-1	NMT2	51	823	254
Vienna-NMT2-2	NMT2	104	558	880
Vienna-NMT2-3	NMT2	65	112	60
Vienna-NMU-1	NMU	151	1577	1313
Vienna-NMU-2	NMU	123	421	333
Vienna-NMU-3	NMU	135	1008	716
Vienna-NMUR1-1	NMUR1	99	559	649
Vienna-NMUR1-2	NMUR1	63	478	169
Vienna-NMUR1-3	NMUR1	133	2131	1833
Vienna-NMUR2-1	NMUR2	98	619	490
Vienna-NMUR2-2	NMUR2	33	90	34
Vienna-NMUR2-3	NMUR2	110	1099	811
Vienna-NNAT-1	NNAT	196	1099	677
Vienna-NNAT-2	NNAT	196	414	504
Vienna-NNAT-3	NNAT	70	466	343
Vienna-NNMT-1	NNMT	54	730	368
Vienna-NNMT-2	NNMT	78	295	486
Vienna-NNMT-3	NNMT	70	727	289
Vienna-NNT-1	NNT	44	113	143
Vienna-NNT-2	NNT	51	211	222
Vienna-NNT-3	NNT	78	88	69
Vienna-NOA1-1	NOA1	35	0	0
Vienna-NOA1-2	NOA1	81	35	46
Vienna-NOA1-3	NOA1	50	20	2
Vienna-NOB1-1	NOB1	44	139	51
Vienna-NOB1-2	NOB1	129	172	83
Vienna-NOB1-3	NOB1	90	149	52
Vienna-NOBOX-1	NOBOX	87	835	573
Vienna-NOBOX-2	NOBOX	102	881	816
Vienna-NOBOX-3	NOBOX	65	562	532
Vienna-NOC2L-1	NOC2L	41	5	0
Vienna-NOC2L-2	NOC2L	81	0	0
Vienna-NOC2L-3	NOC2L	73	14	0
Vienna-NOC3L-1	NOC3L	65	8	15
Vienna-NOC3L-2	NOC3L	63	59	81
Vienna-NOC3L-3	NOC3L	49	0	0
Vienna-NOC4L-1	NOC4L	99	1	0
Vienna-NOC4L-2	NOC4L	71	16	0
Vienna-NOC4L-3	NOC4L	82	22	0
Vienna-NOCT-1	NOCT	62	546	738
Vienna-NOCT-2	NOCT	86	238	177
Vienna-NOCT-3	NOCT	61	99	208
Vienna-NOD1-1	NOD1	97	1371	916
Vienna-NOD1-2	NOD1	113	778	726
Vienna-NOD1-3	NOD1	85	872	654
Vienna-NOD2-1	NOD2	126	1263	1056
Vienna-NOD2-2	NOD2	101	1355	855
Vienna-NOD2-3	NOD2	81	511	277
Vienna-NODAL-1	NODAL	57	250	271
Vienna-NODAL-2	NODAL	106	992	450
Vienna-NODAL-3	NODAL	91	709	429
Vienna-NOG-1	NOG	103	504	346
Vienna-NOG-2	NOG	66	117	106
Vienna-NOG-3	NOG	54	277	247
Vienna-NOL10-1	NOL10	92	0	0
Vienna-NOL10-2	NOL10	54	82	99
Vienna-NOL10-3	NOL10	67	83	50
Vienna-NOL11-1	NOL11	69	69	49
Vienna-NOL11-2	NOL11	49	2	17
Vienna-NOL11-3	NOL11	115	110	74
Vienna-NOL12-1	NOL12	64	70	21
Vienna-NOL12-2	NOL12	57	4	12
Vienna-NOL12-3	NOL12	80	37	90
Vienna-NOL3-1	NOL3	123	650	502
Vienna-NOL3-2	NOL3	87	233	55
Vienna-NOL3-3	NOL3	63	290	206
Vienna-NOL4-1	NOL4	89	491	460
Vienna-NOL4-2	NOL4	56	914	474
Vienna-NOL4-3	NOL4	58	192	82
Vienna-NOL4L-1	NOL4L	108	273	262
Vienna-NOL4L-2	NOL4L	155	313	210
Vienna-NOL4L-3	NOL4L	39	113	219
Vienna-NOL6-1	NOL6	90	73	17
Vienna-NOL6-2	NOL6	55	0	0
Vienna-NOL6-3	NOL6	92	0	0
Vienna-NOL7-1	NOL7	293	326	336
Vienna-NOL7-2	NOL7	120	120	97
Vienna-NOL7-3	NOL7	27	70	62
Vienna-NOL8-1	NOL8	81	550	411
Vienna-NOL8-2	NOL8	91	96	146
Vienna-NOL8-3	NOL8	55	259	378
Vienna-NOL9-1	NOL9	27	0	0
Vienna-NOL9-2	NOL9	76	0	0
Vienna-NOL9-3	NOL9	90	0	21
Vienna-NOLC1-1	NOLC1	40	23	15
Vienna-NOLC1-2	NOLC1	83	242	336
Vienna-NOLC1-3	NOLC1	84	108	34
Vienna-NOM1-1	NOM1	89	55	1
Vienna-NOM1-2	NOM1	169	43	15
Vienna-NOM1-3	NOM1	75	0	0
Vienna-NOMO1-1	NOMO1	135	698	364
Vienna-NOMO1-2	NOMO1	99	654	733
Vienna-NOMO1-3	NOMO1	72	272	413
Vienna-NOMO2-1	NOMO2	128	328	106
Vienna-NOMO2-2	NOMO2	65	201	25
Vienna-NOMO2-3	NOMO2	48	335	249
Vienna-NOMO3-1	NOMO3	157	282	151
Vienna-NOMO3-2	NOMO3	69	571	437
Vienna-NOMO3-3	NOMO3	59	128	204
Vienna-NONO-1	NONO	91	27	39
Vienna-NONO-2	NONO	82	49	79
Vienna-NONO-3	NONO	112	472	543
Vienna-NOP10-1	NOP10	75	0	0
Vienna-NOP10-2	NOP10	64	0	0
Vienna-NOP10-3	NOP10	64	0	0
Vienna-NOP14-1	NOP14	73	49	127
Vienna-NOP14-2	NOP14	114	172	231
Vienna-NOP14-3	NOP14	60	0	0
Vienna-NOP16-1	NOP16	43	0	0
Vienna-NOP16-2	NOP16	112	0	0
Vienna-NOP16-3	NOP16	106	0	0
Vienna-NOP2-1	NOP2	70	0	0
Vienna-NOP2-2	NOP2	115	0	0
Vienna-NOP2-3	NOP2	116	65	71
Vienna-NOP56-1	NOP56	90	218	318
Vienna-NOP56-2	NOP56	115	0	7
Vienna-NOP56-3	NOP56	64	1	0
Vienna-NOP58-1	NOP58	75	0	1
Vienna-NOP58-2	NOP58	108	60	138
Vienna-NOP58-3	NOP58	21	0	0
Vienna-NOP9-1	NOP9	40	46	53
Vienna-NOP9-2	NOP9	63	47	59
Vienna-NOP9-3	NOP9	117	5	33
Vienna-NOS1-1	NOS1	39	104	142
Vienna-NOS1-2	NOS1	102	285	314
Vienna-NOS1-3	NOS1	89	523	917
Vienna-NOS1AP-1	NOS1AP	67	20	5
Vienna-NOS1AP-2	NOS1AP	82	291	187
Vienna-NOS1AP-3	NOS1AP	157	1245	1266
Vienna-NOS2-1	NOS2	58	233	202
Vienna-NOS2-2	NOS2	67	506	514
Vienna-NOS2-3	NOS2	4	0	7
Vienna-NOS3-1	NOS3	148	1688	1201
Vienna-NOS3-2	NOS3	74	620	423
Vienna-NOS3-3	NOS3	114	1139	837
Vienna-NOSIP-1	NOSIP	111	88	97
Vienna-NOSIP-2	NOSIP	133	31	50
Vienna-NOSIP-3	NOSIP	87	30	19
Vienna-NOSTRIN-1	NOSTRIN	71	167	355
Vienna-NOSTRIN-2	NOSTRIN	74	572	531
Vienna-NOSTRIN-3	NOSTRIN	84	145	284
Vienna-NOTCH1-1	NOTCH1	93	1335	927
Vienna-NOTCH1-2	NOTCH1	34	45	17
Vienna-NOTCH1-3	NOTCH1	129	835	1141
Vienna-NOTCH2-1	NOTCH2	108	734	530
Vienna-NOTCH2-2	NOTCH2	109	980	866
Vienna-NOTCH2-3	NOTCH2	73	581	155
Vienna-NOTCH2NL-1	NOTCH2NL	33	52	115
Vienna-NOTCH2NL-2	NOTCH2NL	76	235	37
Vienna-NOTCH2NL-3	NOTCH2NL	16	26	16
Vienna-NOTCH3-1	NOTCH3	14	416	336
Vienna-NOTCH3-2	NOTCH3	48	336	299
Vienna-NOTCH3-3	NOTCH3	102	497	437
Vienna-NOTCH4-1	NOTCH4	65	457	344
Vienna-NOTCH4-2	NOTCH4	58	530	391
Vienna-NOTCH4-3	NOTCH4	94	54	49
Vienna-NOTO-1	NOTO	80	10	26
Vienna-NOTO-2	NOTO	60	230	200
Vienna-NOTO-3	NOTO	96	146	214
Vienna-NOTUM-1	NOTUM	157	908	793
Vienna-NOTUM-2	NOTUM	163	191	137
Vienna-NOTUM-3	NOTUM	98	890	674
Vienna-NOV-1	NOV	172	1739	1133
Vienna-NOV-2	NOV	112	528	324
Vienna-NOV-3	NOV	129	652	802
Vienna-NOVA1-1	NOVA1	100	663	411
Vienna-NOVA1-2	NOVA1	45	189	302
Vienna-NOVA1-3	NOVA1	42	137	276
Vienna-NOVA2-1	NOVA2	105	403	448
Vienna-NOVA2-2	NOVA2	97	180	159
Vienna-NOVA2-3	NOVA2	127	781	792
Vienna-NOX1-1	NOX1	50	65	97
Vienna-NOX1-2	NOX1	55	483	320
Vienna-NOX1-3	NOX1	72	409	358
Vienna-NOX3-1	NOX3	113	559	590
Vienna-NOX3-2	NOX3	44	307	202
Vienna-NOX3-3	NOX3	111	914	708
Vienna-NOX4-1	NOX4	40	248	92
Vienna-NOX4-2	NOX4	89	616	381
Vienna-NOX4-3	NOX4	93	167	235
Vienna-NOX5-1	NOX5	82	502	458
Vienna-NOX5-2	NOX5	111	934	856
Vienna-NOX5-3	NOX5	103	745	513
Vienna-NOXA1-1	NOXA1	145	637	606
Vienna-NOXA1-2	NOXA1	140	842	491
Vienna-NOXA1-3	NOXA1	143	1023	582
Vienna-NOXO1-1	NOXO1	82	721	666
Vienna-NOXO1-2	NOXO1	99	291	469
Vienna-NOXO1-3	NOXO1	92	789	572
Vienna-NOXRED1-1	NOXRED1	114	395	284
Vienna-NOXRED1-2	NOXRED1	77	497	555
Vienna-NOXRED1-3	NOXRED1	107	1402	1265
Vienna-NPAP1-1	NPAP1	64	340	411
Vienna-NPAP1-2	NPAP1	72	690	530
Vienna-NPAP1-3	NPAP1	56	328	390
Vienna-NPAS1-1	NPAS1	72	475	430
Vienna-NPAS1-2	NPAS1	69	28	0
Vienna-NPAS1-3	NPAS1	63	726	486
Vienna-NPAS2-1	NPAS2	72	373	300
Vienna-NPAS2-2	NPAS2	88	563	396
Vienna-NPAS2-3	NPAS2	31	13	36
Vienna-NPAS3-1	NPAS3	42	456	339
Vienna-NPAS3-2	NPAS3	43	506	236
Vienna-NPAS3-3	NPAS3	101	962	483
Vienna-NPAS4-1	NPAS4	88	123	77
Vienna-NPAS4-2	NPAS4	99	495	363
Vienna-NPAS4-3	NPAS4	73	739	430
Vienna-NPAT-1	NPAT	58	213	67
Vienna-NPAT-2	NPAT	77	258	303
Vienna-NPAT-3	NPAT	105	0	0
Vienna-NPB-1	NPB	135	0	0
Vienna-NPB-2	NPB	111	1256	1209
Vienna-NPB-3	NPB	89	331	534
Vienna-NPBWR1-1	NPBWR1	87	577	655
Vienna-NPBWR1-2	NPBWR1	81	571	781
Vienna-NPBWR1-3	NPBWR1	119	834	758
Vienna-NPBWR2-1	NPBWR2	86	369	386
Vienna-NPBWR2-2	NPBWR2	151	907	801
Vienna-NPBWR2-3	NPBWR2	143	302	282
Vienna-NPC1-1	NPC1	63	1623	1074
Vienna-NPC1-2	NPC1	124	1387	984
Vienna-NPC1-3	NPC1	92	1249	390
Vienna-NPC1L1-1	NPC1L1	82	225	128
Vienna-NPC1L1-2	NPC1L1	72	453	319
Vienna-NPC1L1-3	NPC1L1	143	577	530
Vienna-NPC2-1	NPC2	71	564	453
Vienna-NPC2-2	NPC2	80	237	156
Vienna-NPC2-3	NPC2	190	3224	2834
Vienna-NPDC1-1	NPDC1	53	120	111
Vienna-NPDC1-2	NPDC1	63	384	304
Vienna-NPDC1-3	NPDC1	99	670	659
Vienna-NPEPL1-1	NPEPL1	59	618	378
Vienna-NPEPL1-2	NPEPL1	188	1291	963
Vienna-NPEPL1-3	NPEPL1	80	210	332
Vienna-NPEPPS-1	NPEPPS	118	570	475
Vienna-NPEPPS-2	NPEPPS	65	305	227
Vienna-NPEPPS-3	NPEPPS	118	89	145
Vienna-NPFF-1	NPFF	55	339	84
Vienna-NPFF-2	NPFF	74	376	640
Vienna-NPFF-3	NPFF	91	994	743
Vienna-NPFFR1-1	NPFFR1	112	762	718
Vienna-NPFFR1-2	NPFFR1	53	321	507
Vienna-NPFFR1-3	NPFFR1	68	495	186
Vienna-NPFFR2-1	NPFFR2	70	486	281
Vienna-NPFFR2-2	NPFFR2	54	593	857
Vienna-NPFFR2-3	NPFFR2	63	248	335
Vienna-NPHP1-1	NPHP1	81	189	157
Vienna-NPHP1-2	NPHP1	118	1086	705
Vienna-NPHP1-3	NPHP1	76	84	183
Vienna-NPHP3-1	NPHP3	111	1061	881
Vienna-NPHP3-2	NPHP3	88	1241	1161
Vienna-NPHP3-3	NPHP3	85	484	420
Vienna-NPHP4-1	NPHP4	70	660	858
Vienna-NPHP4-2	NPHP4	76	607	397
Vienna-NPHP4-3	NPHP4	101	679	700
Vienna-NPHS1-1	NPHS1	67	616	603
Vienna-NPHS1-2	NPHS1	77	86	124
Vienna-NPHS1-3	NPHS1	123	586	421
Vienna-NPHS2-1	NPHS2	57	892	537
Vienna-NPHS2-2	NPHS2	119	385	364
Vienna-NPHS2-3	NPHS2	67	165	259
Vienna-NPIPA1-1	NPIPA1	206	386	401
Vienna-NPIPA1-2	NPIPA1	144	579	433
Vienna-NPIPA1-3	NPIPA1	86	331	333
Vienna-NPIPA3-1	NPIPA3	182	242	398
Vienna-NPIPA5-1	NPIPA5	8	6	0
Vienna-NPIPA5-3	NPIPA5	69	269	140
Vienna-NPIPA8-1	NPIPA8	152	41	91
Vienna-NPIPA8-3	NPIPA8	89	0	0
Vienna-NPIPB11-1	NPIPB11	66	247	345
Vienna-NPIPB11-2	NPIPB11	10	62	67
Vienna-NPIPB11-3	NPIPB11	41	211	257
Vienna-NPIPB15-1	NPIPB15	119	581	435
Vienna-NPIPB15-2	NPIPB15	88	0	23
Vienna-NPIPB15-3	NPIPB15	143	101	25
Vienna-NPIPB3-1	NPIPB3	6	244	50
Vienna-NPIPB3-2	NPIPB3	65	1190	767
Vienna-NPIPB3-3	NPIPB3	63	747	527
Vienna-NPIPB4-1	NPIPB4	150	375	146
Vienna-NPIPB4-2	NPIPB4	63	62	0
Vienna-NPIPB4-3	NPIPB4	43	0	1
Vienna-NPIPB5-3	NPIPB5	36	22	36
Vienna-NPIPB6-1	NPIPB6	109	172	193
Vienna-NPIPB6-2	NPIPB6	57	109	14
Vienna-NPIPB6-3	NPIPB6	121	279	99
Vienna-NPIPB8-3	NPIPB8	242	471	368
Vienna-NPL-1	NPL	44	117	183
Vienna-NPL-2	NPL	91	374	314
Vienna-NPL-3	NPL	67	164	225
Vienna-NPLOC4-1	NPLOC4	116	3	4
Vienna-NPLOC4-2	NPLOC4	126	0	0
Vienna-NPLOC4-3	NPLOC4	213	142	82
Vienna-NPM1-1	NPM1	81	0	0
Vienna-NPM1-2	NPM1	68	0	0
Vienna-NPM1-3	NPM1	49	10	0
Vienna-NPM2-1	NPM2	114	1460	1146
Vienna-NPM2-2	NPM2	52	260	387
Vienna-NPM2-3	NPM2	84	240	267
Vienna-NPM3-1	NPM3	108	345	424
Vienna-NPM3-2	NPM3	71	319	402
Vienna-NPM3-3	NPM3	128	687	644
Vienna-NPNT-1	NPNT	76	136	100
Vienna-NPNT-2	NPNT	46	305	385
Vienna-NPNT-3	NPNT	87	630	723
Vienna-NPPA-1	NPPA	94	635	494
Vienna-NPPA-2	NPPA	39	300	266
Vienna-NPPA-3	NPPA	122	835	640
Vienna-NPPB-1	NPPB	77	790	588
Vienna-NPPB-2	NPPB	81	618	517
Vienna-NPPB-3	NPPB	68	658	730
Vienna-NPPC-1	NPPC	65	51	45
Vienna-NPPC-2	NPPC	122	1023	1044
Vienna-NPPC-3	NPPC	137	1713	1357
Vienna-NPR1-1	NPR1	85	87	39
Vienna-NPR1-2	NPR1	81	196	143
Vienna-NPR1-3	NPR1	82	50	42
Vienna-NPR2-1	NPR2	63	250	166
Vienna-NPR2-2	NPR2	110	440	308
Vienna-NPR2-3	NPR2	88	904	712
Vienna-NPR3-1	NPR3	122	350	134
Vienna-NPR3-2	NPR3	68	708	569
Vienna-NPR3-3	NPR3	66	684	702
Vienna-NPRL2-1	NPRL2	165	732	689
Vienna-NPRL2-2	NPRL2	87	270	306
Vienna-NPRL2-3	NPRL2	46	357	425
Vienna-NPRL3-1	NPRL3	101	686	432
Vienna-NPRL3-2	NPRL3	78	223	114
Vienna-NPRL3-3	NPRL3	63	260	151
Vienna-NPS-1	NPS	75	1115	800
Vienna-NPS-2	NPS	52	367	481
Vienna-NPS-3	NPS	99	602	647
Vienna-NPSR1-1	NPSR1	80	554	318
Vienna-NPSR1-2	NPSR1	79	484	374
Vienna-NPSR1-3	NPSR1	85	606	351
Vienna-NPTN-1	NPTN	66	259	322
Vienna-NPTN-2	NPTN	80	626	325
Vienna-NPTN-3	NPTN	50	97	177
Vienna-NPTX1-1	NPTX1	140	635	457
Vienna-NPTX1-2	NPTX1	69	221	238
Vienna-NPTX1-3	NPTX1	69	680	537
Vienna-NPTX2-1	NPTX2	86	366	237
Vienna-NPTX2-2	NPTX2	126	501	479
Vienna-NPTX2-3	NPTX2	135	1173	1138
Vienna-NPTXR-1	NPTXR	41	54	56
Vienna-NPTXR-2	NPTXR	54	234	299
Vienna-NPTXR-3	NPTXR	132	740	578
Vienna-NPVF-1	NPVF	80	520	488
Vienna-NPVF-2	NPVF	69	205	204
Vienna-NPVF-3	NPVF	61	870	474
Vienna-NPW-1	NPW	89	317	129
Vienna-NPW-2	NPW	57	179	128
Vienna-NPW-3	NPW	140	873	621
Vienna-NPY-1	NPY	65	648	386
Vienna-NPY-2	NPY	63	559	328
Vienna-NPY-3	NPY	145	1793	2095
Vienna-NPY1R-1	NPY1R	71	489	514
Vienna-NPY1R-2	NPY1R	52	217	130
Vienna-NPY1R-3	NPY1R	64	263	431
Vienna-NPY2R-1	NPY2R	60	539	276
Vienna-NPY2R-2	NPY2R	59	163	450
Vienna-NPY2R-3	NPY2R	86	824	811
Vienna-NPY4R-1	NPY4R	59	348	239
Vienna-NPY4R-2	NPY4R	116	757	736
Vienna-NPY4R-3	NPY4R	94	754	606
Vienna-NPY5R-1	NPY5R	40	275	147
Vienna-NPY5R-2	NPY5R	82	427	316
Vienna-NPY5R-3	NPY5R	46	95	130
Vienna-NQO1-1	NQO1	106	0	0
Vienna-NQO1-2	NQO1	82	173	233
Vienna-NQO1-3	NQO1	88	475	773
Vienna-NQO2-1	NQO2	74	429	429
Vienna-NQO2-2	NQO2	78	317	229
Vienna-NQO2-3	NQO2	63	1422	881
Vienna-NR0B1-1	NR0B1	110	1048	604
Vienna-NR0B1-2	NR0B1	77	352	366
Vienna-NR0B1-3	NR0B1	100	575	424
Vienna-NR0B2-1	NR0B2	159	520	529
Vienna-NR0B2-2	NR0B2	67	801	494
Vienna-NR0B2-3	NR0B2	174	561	796
Vienna-NR1D1-1	NR1D1	121	448	524
Vienna-NR1D1-2	NR1D1	38	68	50
Vienna-NR1D1-3	NR1D1	59	641	400
Vienna-NR1D2-1	NR1D2	113	821	481
Vienna-NR1D2-2	NR1D2	86	421	595
Vienna-NR1D2-3	NR1D2	115	740	507
Vienna-NR1H2-1	NR1H2	78	150	188
Vienna-NR1H2-2	NR1H2	144	293	381
Vienna-NR1H2-3	NR1H2	123	338	427
Vienna-NR1H3-1	NR1H3	95	1063	809
Vienna-NR1H3-2	NR1H3	57	582	415
Vienna-NR1H3-3	NR1H3	111	278	391
Vienna-NR1H4-1	NR1H4	43	328	273
Vienna-NR1H4-2	NR1H4	102	483	242
Vienna-NR1H4-3	NR1H4	80	1000	458
Vienna-NR1I2-1	NR1I2	115	526	421
Vienna-NR1I2-2	NR1I2	61	207	336
Vienna-NR1I2-3	NR1I2	205	1635	1128
Vienna-NR1I3-1	NR1I3	110	494	596
Vienna-NR1I3-2	NR1I3	83	341	277
Vienna-NR1I3-3	NR1I3	105	750	985
Vienna-NR2C1-1	NR2C1	43	257	278
Vienna-NR2C1-2	NR2C1	64	623	526
Vienna-NR2C1-3	NR2C1	84	464	288
Vienna-NR2C2-1	NR2C2	83	416	285
Vienna-NR2C2-2	NR2C2	127	445	360
Vienna-NR2C2-3	NR2C2	114	420	310
Vienna-NR2C2AP-1	NR2C2AP	70	86	69
Vienna-NR2C2AP-2	NR2C2AP	46	39	35
Vienna-NR2C2AP-3	NR2C2AP	72	168	81
Vienna-NR2E1-1	NR2E1	103	54	27
Vienna-NR2E1-2	NR2E1	94	678	484
Vienna-NR2E1-3	NR2E1	96	1271	737
Vienna-NR2E3-1	NR2E3	72	385	288
Vienna-NR2E3-2	NR2E3	125	539	495
Vienna-NR2E3-3	NR2E3	67	546	363
Vienna-NR2F1-1	NR2F1	73	270	250
Vienna-NR2F1-2	NR2F1	60	223	230
Vienna-NR2F1-3	NR2F1	85	657	626
Vienna-NR2F2-1	NR2F2	116	535	516
Vienna-NR2F2-2	NR2F2	89	714	773
Vienna-NR2F2-3	NR2F2	121	1036	826
Vienna-NR2F6-1	NR2F6	128	497	461
Vienna-NR2F6-2	NR2F6	211	1008	1407
Vienna-NR2F6-3	NR2F6	161	582	568
Vienna-NR3C1-1	NR3C1	49	213	236
Vienna-NR3C1-2	NR3C1	59	427	300
Vienna-NR3C1-3	NR3C1	73	1277	996
Vienna-NR3C2-1	NR3C2	88	912	784
Vienna-NR3C2-2	NR3C2	68	384	434
Vienna-NR3C2-3	NR3C2	60	254	404
Vienna-NR4A1-1	NR4A1	42	261	229
Vienna-NR4A1-2	NR4A1	95	592	526
Vienna-NR4A1-3	NR4A1	123	414	625
Vienna-NR4A2-1	NR4A2	146	1063	1297
Vienna-NR4A2-2	NR4A2	88	381	472
Vienna-NR4A2-3	NR4A2	73	0	0
Vienna-NR4A3-1	NR4A3	64	424	242
Vienna-NR4A3-2	NR4A3	120	389	156
Vienna-NR4A3-3	NR4A3	49	449	275
Vienna-NR5A1-1	NR5A1	86	822	641
Vienna-NR5A1-2	NR5A1	96	646	708
Vienna-NR5A1-3	NR5A1	109	248	326
Vienna-NR5A2-1	NR5A2	49	394	152
Vienna-NR5A2-2	NR5A2	76	973	855
Vienna-NR5A2-3	NR5A2	125	725	706
Vienna-NR6A1-1	NR6A1	59	317	437
Vienna-NR6A1-2	NR6A1	83	412	179
Vienna-NR6A1-3	NR6A1	95	591	626
Vienna-NRAP-1	NRAP	78	462	502
Vienna-NRAP-2	NRAP	77	330	363
Vienna-NRAP-3	NRAP	91	717	585
Vienna-NRARP-1	NRARP	62	118	64
Vienna-NRARP-2	NRARP	85	921	657
Vienna-NRARP-3	NRARP	225	1359	1229
Vienna-NRAS-1	NRAS	72	169	132
Vienna-NRAS-2	NRAS	79	316	301
Vienna-NRAS-3	NRAS	41	192	80
Vienna-NRBF2-1	NRBF2	71	471	384
Vienna-NRBF2-2	NRBF2	103	546	318
Vienna-NRBF2-3	NRBF2	86	97	63
Vienna-NRBP1-1	NRBP1	43	3	0
Vienna-NRBP1-2	NRBP1	89	14	98
Vienna-NRBP1-3	NRBP1	53	0	0
Vienna-NRBP2-1	NRBP2	112	571	536
Vienna-NRBP2-2	NRBP2	119	954	952
Vienna-NRBP2-3	NRBP2	56	251	232
Vienna-NRCAM-1	NRCAM	66	0	0
Vienna-NRCAM-2	NRCAM	86	669	756
Vienna-NRCAM-3	NRCAM	64	986	466
