Target Gene Symbol,condition,n_sgrnas,gene_zscore,empirical_pvalue,FDR
SLC45A1,Jacquere A375,3,0.3205864432836342,0.39415241072454515,0.4611139731222645
CACNG6,Jacquere A375,3,0.5724083349344367,0.29985305214305813,0.4199468194551245
RALGAPA2,Jacquere A375,3,0.12315688382122393,0.4728893090876102,0.4908689270869059
RAET1E,Jacquere A375,3,0.23527401781481966,0.42762330491152295,0.474344655074369
CACYBP,Jacquere A375,3,-3.5661676968180314,0.0028309113038315708,0.02026846499529934
RAE1,Jacquere A375,3,-8.290836189050914,1.2838412567765327e-56,3.671405340638982e-55
SLC4A4,Jacquere A375,3,1.1930190970577017,0.10750053931294958,0.2638886616578062
RADX,Jacquere A375,3,1.2593366957394005,0.09304562837625648,0.24350458664476887
B4GALT2,Jacquere A375,3,-1.0074239547314148,0.15455055444758084,0.3143364688161881
RADIL,Jacquere A375,3,0.2629015350663572,0.41668838905097066,0.4699208354761104
CACYBPP2,Jacquere A375,2,-3.414263595192211,0.003451424754271045,0.02365496830131696
SLC4A5,Jacquere A375,3,-1.328192161620932,0.10099831176746428,0.25494064630981467
RAD9B,Jacquere A375,3,-2.007807728282837,0.03982946935870708,0.15099901917498756
RAD9A,Jacquere A375,3,-9.314612554838645,1.3316203533621865e-87,9.513687635687622e-86
SLC4A7,Jacquere A375,3,-7.812525186610399,1.292721981790965e-44,2.933718473970319e-43
RAD54L2,Jacquere A375,3,1.2121550191992911,0.10318497128297895,0.2581023111698138
CAD,Jacquere A375,3,-6.641446355702454,7.374811679928979e-22,1.1114071664517969e-20
RAD54L,Jacquere A375,3,-1.2042849115279508,0.11920964757939563,0.27777318014924396
SLC4A8,Jacquere A375,3,-0.6887336066980448,0.23050089371522667,0.3792401774360005
RAD54B,Jacquere A375,3,0.2851388067321117,0.40795373511339983,0.46645397424502416
RAD52,Jacquere A375,3,-0.4144993603982987,0.31512790451299677,0.42773270434951255
CADM1,Jacquere A375,3,0.11745727054639055,0.4752240516927714,0.4916997831514002
B4GALT1-AS1,Jacquere A375,1,0.1998962192949458,0.4417581935956526,0.4795692218390751
RAD51D,Jacquere A375,5,-10.48531687151474,6.92104134681309e-132,2.937151526760539e-129
RAET1E-AS1,Jacquere A375,2,0.3466006719883723,0.38411726409605607,0.45752252224969564
SLC49A4,Jacquere A375,3,1.033489153146718,0.14795749997399327,0.3087030670548833
SLC4A3,Jacquere A375,3,1.2308489953766433,0.09908224194204483,0.25191923186160964
CACUL1,Jacquere A375,3,-3.655209146903975,0.002490420826763064,0.018278879115560517
RALGAPA1,Jacquere A375,3,1.789018292213432,0.025028368719477168,0.10994612825572588
SLC4A1,Jacquere A375,3,-1.3117102671530436,0.10325157015351034,0.2581829799028438
RALBP1,Jacquere A375,3,-1.4142371604430217,0.09004697549139122,0.2396076272994105
CACNG7,Jacquere A375,3,0.9564718143139516,0.1702098094540414,0.32914702903744375
RALB,Jacquere A375,3,0.7864906335142678,0.2245492771672555,0.37499979177953735
B4GALT4,Jacquere A375,3,-0.5173616843515971,0.2812009822685449,0.41015834441042176
SLC4A10,Jacquere A375,3,2.092778793475095,0.01165686862003832,0.06203839860762306
RALA,Jacquere A375,3,-0.5536204491984664,0.2698844210672145,0.4025888236063067
RAI2,Jacquere A375,3,-0.783287305276771,0.20547651794730412,0.36115387671157684
CACNG8,Jacquere A375,3,0.3097468600581092,0.398356956700211,0.4629606892442643
RAI14,Jacquere A375,3,-0.8223822533901836,0.19574016571396408,0.35267135741569194
SLC4A11,Jacquere A375,3,1.73550011701105,0.028676799985234463,0.12099682220852855
RAI1,Jacquere A375,3,-1.946643763565808,0.04387776874347347,0.16073685630096232
RAG2,Jacquere A375,3,-1.7164859263438028,0.06070472573494217,0.1934655415094229
CACTIN,Jacquere A375,3,-6.086372818719791,2.3934963267149798e-14,3.1408533430157794e-13
SLC4A1AP,Jacquere A375,3,-1.684917872400264,0.06326489698193835,0.19852378720197425
RAG1,Jacquere A375,3,-0.7574899571648226,0.21209750556594698,0.36661611916076725
B4GALT3,Jacquere A375,3,-2.8686565438722833,0.007669027901268877,0.0444615035620285
RAF1,Jacquere A375,3,-2.334531667991232,0.02195937512939126,0.09977644129990432
SLC4A2,Jacquere A375,6,0.5602163008859107,0.3042872419732389,0.4224794832854625
RAET1L,Jacquere A375,3,-0.18598943701482204,0.40016134804531595,0.46404107794149957
RAET1G,Jacquere A375,3,1.0620532590038407,0.14013889621784975,0.3010803862109636
SLC4A9,Jacquere A375,3,0.5636328978565613,0.30304335128798104,0.4219341778858051
CACNB1,Jacquere A375,3,-1.909715318525123,0.04640474515330506,0.16647410533867127
RAP1GAP2,Jacquere A375,3,0.11672183075641208,0.4755255085517988,0.4918565177475214
RASGEF1B,Jacquere A375,3,-2.170532032129314,0.030040787839105857,0.12493671203541505
CACNA1C,Jacquere A375,3,-1.0173198108856938,0.15257268089047893,0.31291704193070485
SLC39A7,Jacquere A375,3,-5.731346243918387,1.22660141540379e-10,1.4688067400368521e-09
RASGEF1A,Jacquere A375,3,-1.0417192768781027,0.1477905316638322,0.30859751043563033
RASEF,Jacquere A375,3,0.2073632554631584,0.4387626637274231,0.47871543495315855
SLC39A8,Jacquere A375,3,0.013002543499954018,0.48163327767032194,0.4937270110181945
RASD2,Jacquere A375,3,0.4928831199085328,0.32900317078333297,0.43487902656967503
CACNA1D,Jacquere A375,3,0.10821853668062283,0.47901417970012206,0.49317299409273424
RASD1,Jacquere A375,3,-0.8548058491013363,0.18793876637371829,0.3456594161119813
SLC39A9,Jacquere A375,3,1.6498858473978004,0.03570102613279105,0.14041521288446585
RASAL3,Jacquere A375,3,-0.8006927963498343,0.2010973967126213,0.3568269550979201
RASAL2,Jacquere A375,3,-0.02238138665342456,0.46695535442950903,0.48910561357752097
CACNA1E,Jacquere A375,3,-0.6155930060886767,0.25128442386555744,0.39125360948072085
BABAM1,Jacquere A375,6,-4.693448651584104,0.00015508344276240056,0.0014562272761697477
RASAL1,Jacquere A375,3,-0.9939431994982614,0.1572808858811915,0.3162712463231941
SLC3A1,Jacquere A375,3,1.1711819280709475,0.11256805196462408,0.27045929385403294
RASA4EP,Jacquere A375,1,-1.3925043418955612,0.09268662251431253,0.24304466672407288
RASA4DP,Jacquere A375,4,-6.947012995095331,6.856841821126514e-27,1.126997107687711e-25
SLC3A2,Jacquere A375,3,-2.371105602614336,0.020424783514779197,0.09468942132403316
RASA4CP,Jacquere A375,3,-5.341953536474155,1.5430758674853762e-07,1.6816911572764353e-06
RASA4B,Jacquere A375,5,-2.5573467854824785,0.01405683158411839,0.0714081660003371
BABAM2,Jacquere A375,3,0.5787001922842153,0.29756976446674016,0.41891759701686154
CACNA1F,Jacquere A375,3,0.6422275957336012,0.27471836463097266,0.40671313465180675
RASGEF1C,Jacquere A375,3,0.8708566907448612,0.1967779991438043,0.3533012276055422
RASGRF1,Jacquere A375,3,0.47146999894880726,0.3369443296048694,0.43845197205123704
SLC39A14,Jacquere A375,3,-2.175236287746016,0.02978234028545655,0.12420430002301544
RASL11B,Jacquere A375,3,0.40276642237333693,0.36270557938952896,0.4491275495486937
CACFD1,Jacquere A375,3,-0.38078662667868035,0.32685074023783217,0.43358284056312296
RASL11A,Jacquere A375,3,0.6191734906612182,0.2829669784361184,0.4112236364246282
SLC39A2,Jacquere A375,3,0.8023341012595169,0.21922937561113773,0.37116637046937934
RASL10B,Jacquere A375,3,0.25240267059429894,0.4208329992888279,0.47164496790681504
RASL10A,Jacquere A375,3,-0.25864885500274604,0.3717826268511642,0.45257618949887285
CACHD1,Jacquere A375,3,-0.1872584386369601,0.3996568092179306,0.46377268319928244
RASIP1,Jacquere A375,3,0.4190809254791337,0.3565474826254634,0.44666866825301604
SLC39A3,Jacquere A375,5,0.01623431187793585,0.4829740081414585,0.4939856106600602
RASGRP4,Jacquere A375,3,-0.02502339437753691,0.46586013331179293,0.4887125634466711
BACE1,Jacquere A375,3,0.18937082751838555,0.4459913912557264,0.48115090948009215
RASGRP3,Jacquere A375,3,0.484258484425101,0.33219685482297423,0.43662568523839757
CACNA1A,Jacquere A375,3,-1.3754836591690038,0.09481289669564685,0.24585541427165228
SLC39A4,Jacquere A375,3,-0.783009352375838,0.2055470258554123,0.36120102208082766
RASGRP2,Jacquere A375,3,-1.5723076307882184,0.07319778520743457,0.21506283637725757
RASGRP1,Jacquere A375,3,-0.8520322369637949,0.18859639114492124,0.3462986174891038
SLC39A5,Jacquere A375,3,-0.8431116756675695,0.1907238126207941,0.34828522481584395
RASGRF2-AS1,Jacquere A375,1,-0.3980166877624755,0.32082180505564134,0.4306648508697612
RASGRF2,Jacquere A375,3,-2.2641925835484016,0.02518686277370633,0.11037588624437723
CACNA1B,Jacquere A375,3,-0.19950344501296102,0.39480340729315205,0.4613906968444103
SLC39A6,Jacquere A375,3,-4.653310692865655,0.00019709102038862545,0.0018358535389052869
RAP1GAP,Jacquere A375,3,1.1637165007604233,0.11433526074690084,0.27237901625558425
